生地,丹参,益母草,海螵蛸,茜草,旱莲草,炒蕲艾
党参,白术,茯苓,柴胡,白芍,炒蒲黄,血余炭,焦艾
茯苓,黄芩,栀子仁,芒消,赤石脂,升麻,紫菀,生麦门冬,竹叶,淡豆豉,石膏,生地
桑叶,桑白皮,地骨皮,生甘草,生地,地榆,枇杷叶,炙紫菀,黄芩,黛蛤散
桑叶皮,地骨皮,生甘草,生地,地榆,枇杷叶,炙紫菀,黄芩,黛蛤散
党参,熟地,生杜仲,续断,炮姜炭,鹿角霜,十灰散
生地榆,生蒲黄,生槐角,大黄
苋菜,生甘草,旱莲草,蜂蜜
乌贼,甘松,草蔻,川楝子,元胡,麦芽,浙贝,甘草
滑石,甘草粉,朱砂面,雄黄,冰片
黄芩,白芍,龟板,黄柏,椿白皮,香附
人参,熟地,山萸肉,白术,麦冬,甘草,丹皮
黄芪,巴戟天,续断,当归,白芍,熟地,侧柏叶炭,炒艾叶炭
人参,黄芪,当归,甘草,干姜,大枣,白芍
代赭石,半夏,瓜蒌,生杭芍,竹茹,牛蒡子,粉甘草
鲜旱莲草,大枣
荷叶,大蓟,小蓟,知母,黄芩,地黄,棕榈,栀子,白茅根,玄参,白芍,当归,香墨
荷叶,用黄酒,大小蓟,知母,黄芩,生地,棕榈,栀子,香墨,白茅根,玄参,白芍,当归
白芨,旱莲草,侧柏叶炭,地榆
大黄,巴豆,钱,烧红,以酒,羊胫炭,醋
琥珀,鳖甲,三棱,元胡,没药,大黄
花蕊石,三七,血余炭
丹参,赤芍,茜草,三七,降香
陈槐花,百草霜
槐花,侧柏叶,芥穗,枳壳,细切
槐花,山栀子
槐花,侧柏叶,芥穗,枳壳,细切
苍术,厚朴,陈皮,当归,枳壳,槐花,甘草,乌梅
槐花,槐角,生地,黄连,金银花,黄柏,滑石,当归,升麻,柴胡,枳壳,黄芩,甘草
槐角,地榆,黄芩,枳壳,当归,防风
炒槐角,枳壳,橘红,甘草
槐角,地榆,当归,防风,黄芩,枳壳
槐花,地榆,金银花,茵陈蒿,土茯苓,甘草,浙贝,白芷,桔梗
羚羊粉,牡蛎,石斛,麦冬,南沙参,川贝,夏枯草,丹皮,黑荆芥,薄荷炭,茜草,牛膝,白茅根,藕
生地,炒黑荆芥
黄连,吴茱萸
黄芪,地榆,桑寄生,艾叶,白龙骨,生地,干姜
甘草,生地,白术,附子,阿胶,黄芩,伏龙肝
甘草,生地,白术,附子,阿胶,黄芩,伏龙肝
金银花,连翘,犀角粉,射干,板蓝根,天花粉,京赤芍,丹皮,生山栀,焦山栀,干芦根,淡竹叶
栀子,黄芩,侧柏叶,阿胶,生地,白芍
泡参,白术,茯神,杜仲,续断,菟丝子,阿胶,艾叶,海螵蛸,桑寄生
黄芩,黄连,槐花,枳壳,升麻,赤芍,生地,苍术,甘草,当归
潞参,白术,黄芪,当归,熟地,甘草,香附,焦艾,益母草,阿胶
川当归,川芎,白芍,黄芩,知母,香附,生地,蒲黄,甘草,侧柏叶
犀角,生地,白芍,甘草,白茅根,侧柏,牛膝,黄芩
黄芪,白术,陈皮,升麻,柴胡,泡参,当归,海螵蛸,茜草
槐花,地榆,仙鹤草,旱莲草,侧柏叶,枳壳,黄芩,大胡麻,菜苋
熟地,龙胆肉,鹿角胶,当归,伏龙肝,黄芪,白术,附子,甘草,黄芩,阿胶
炮姜炭,党参,白术,制半夏,甘草,枳实,三七,桂枝,牡蛎,猪茯苓
党参,生黄芪,生地,续断,当归,白芍,阿胶,焦艾叶,白术,茯苓,炒川芎,甘草
泡参,白术,茯苓,甘草,当归,酒芍
人参,茯苓,白术,甘草,黄芪,白扁豆
当归,白芍,川芎,生地,白茅根,蒲黄,丹皮,栀子,甘草
生地,当归,白芍,茯苓,旱莲草,女贞子,仙鹤草,珍珠母,鳖甲
百部,白芨,黄精,玉竹,穿心莲,葎草
远年石灰,大黄,血竭
阿胶,艾叶,当归,川芎,白芍,熟地,蒲黄,黄连,黄芩,生地,栀子,地榆,白术,甘草
当归,川芎,白芍,生地,黄连,黄柏,栀子,地榆,槐花,阿胶,侧柏叶
白芍,当归,荆芥,黑栀,红花,柴胡,甘草
龙骨,乳香,没药,白矾,无名异,五倍子
钓掉根,当归,芎?,生地,续断,鹿茸,龙骨
龙骨生,生白矾,熟白矾,生五倍子,熟五倍子,乳香,没药,无名异
银末,血竭,发灰,人指甲,珍珠
天冬,紫菀茸,玉竹,怀生地,麦冬肉,白芍,百合,款冬花,知母,山药,陈皮,川贝,茜草
生地,荆芥,白芍,当归,黄芩,川芎,香附,地榆
降香,五倍子,牡蛎,白占,三七,半夏,血竭,乳香,象皮
白及粉,甘草粉,蜂蜜
生山药,龙骨,牡蛎,海螵蛸,茜草,生杭芍,白头翁,真阿胶
鲜生地,生绵纹,桑叶,丹皮,地锦草,杜牛膝,景天三七,苏子,降香
牛,羊角及蹄甲,白芨
生芍,双花炭,牛黄,黄芩,椿皮炭,山楂炭,陈皮,广木香,黄连
黄连,枳壳,以槐花
黄连,蒲黄,黄芩,当归,生地,枳壳,槐角,白芍,川芎,甘草
当归,生地,赤芍,黄连,枳壳,黄芩,槐角,地榆,荆芥,升麻,天花粉,甘草
赤小豆,黄芪,附子,白蔹,肉桂,白芍,黄芩
郁金,生地,甘草,腊月猪板脂
石膏,淡黄丹,乳香,没药,龙骨,大黄
龙骨,寒水石,滑石,枯矾,乳香,没药,轻粉,樟丹
制商陆,仙鹤草,生地榆,党参,白术,山萸肉,丹参,黄芪,何首乌,玄参,生甘草
鹿茸,当归,生地,冬葵子,蒲黄
蒲黄,龙骨,艾叶
血竭,乳香,没药,红花,儿茶,冰片,麝香,朱砂
血竭,麝香,冰片,乳香,没药,红花,朱砂,儿茶
黄芪,续断,山萸肉,熟地,枸杞子,白术,白芍,茜草,兑服生三七末,甘草
黄芪,海螵蛸,白芍,白芨,甘松,鹿角胶,元胡,甘草
生黄芪,赤芍,防风,丹皮,丹参,地骨皮,菟丝子,鸡血藤,熟地,山药,玉竹,谷精草
茜草,生地,玄参,丹皮,防风,阿胶,白芍,黄芩,甘草
黄芩心,用米醋浸七日,炙干,又浸又炙
炒黄芩,栀子,丹皮,生地,赤芍,侧柏叶,白茅根,水牛角,炒牛膝,生甘草
天冬,麦冬,生地,丹皮,赤芍,栀子仁,黄连,山药,山萸肉,泽泻,赤苓
桑白皮,黄芩,山栀炭,白茅根,茜草,侧柏叶,紫草,当归,旱莲草,怀牛膝
槐花,生地榆,白茅根,白芍,玄参,金银花,生地,大枣,鸡内金,炒三仙
大黄,真秋石
大黄,黄芩,黄连,栀子,黑栀,白茅根,桑叶,地榆,茜草,仙鹤草,金银花,黄柏,玄参,水牛角,甘草
南沙参,黄芩,麦冬,茜草炭,槐花
党参,黄芪,白术,龙骨,海螵蛸,阿胶,茜草,龟板,广三七,血余炭
生地,阿胶,川芎,桔梗,蒲黄,甘草
生蒲黄,旱莲草,丹参,丹皮,生地,郁金,荆芥,栀子,川芎,甘草
大蓟,小蓟,侧柏叶,荷叶,白茅根,茜草,大黄,栀子,丹皮,棕榈,藕汁或萝卜汁磨京墨
大蓟,小蓟,白茅根,茜草,老丝瓜,栀子,蒲黄,荷叶,大黄,乱发
白术,当归,山药,甘草,酸枣仁,远志,干姜,莲子,人参,急者用
生荷叶,生艾叶,生柏叶,生地
生地,熟地,当归,白芍,知母,黄柏,侧柏叶,槐角,连翘
天冬,麦冬,知母,川贝,款冬花,杏仁,当归,地黄,黄连,阿胶,蒲黄,京墨,桔梗,薄荷,蜂蜜,麝香
好石灰,清油,大黄,水浸透
丹参,红花,桃仁,元胡,乳香,没药,金银花,连翘,丹皮,泽泻,干姜
三七末,乳香末,陈年石灰,血竭,妇人裙裆末,人参
海螵蛸,渐贝母,陈皮油
煅乌贼骨,茜草炭,地榆,继木,蒲黄,槐花,荠菜,马齿苋,甘草
乌梅,五倍子,苦参,射干,穿山甲,牡蛎,火麻仁
生地,小蓟根,滑石,通草,蒲黄,淡竹叶,当归,山桅子仁,甘草
生地,小蓟,滑石,川木通,蒲黄,淡竹叶,当归,山栀子,甘草
桑白皮,地骨皮,花蕊石,三七粉,血余炭,甘草
当归,人参,川芎,甘草,炒干姜,百草霜
川芎,阿胶,甘草,艾叶,当归,白芍,生地
雪梨汁,藕汁,鲜生地黄汁,麦门冬汁,萝卜汁,茅根汁
雪梨,生地,白茅根,藕取汁,萝卜,麦冬取汁
羊胆干膏,百部,白芨,渐贝母,甘草
当归,白芍,香附,青皮,柴胡,川芎,生地,甘草
生地,生白芍,黄芩,玄参,石斛,地骨皮,牡蛎,花蕊石,棕榈,侧伯叶,藕节
黄连,大黄,黄芩
地榆,砂仁,生甘草,甘草
黄连,黄芩,地黄,赤芍,当归,槐角,槐花,芥穗,地榆,阿胶
黄芩,槐角,生地,赤芍,槐花,阿胶,地榆,当归,芥穗,黄连
乳香,没药,三七,象皮,龙骨飞丹,儿茶,石膏
珍珠,煮至豆腐起蜂窝时取出,乳香,海螵蛸,琥珀,象皮,没药,龙骨,儿茶,轻粉,血竭
珍珠,象皮,冰片,乳香,没药,鸡内金,龙骨,赤石脂,血竭,轻粉,铅粉,朱砂
生地,黄芪,白芨,山楂,茜草,大枣,花生衣
人参,白芍,黄芩,生地,益母草,续断,甘草
琥珀,降真香末,血竭
青黛,栀子,瓜蒌仁,海粉,诃子
党参,黄芪,海螵蛸,龙骨,熟地,续断,茜草,贯众炭,阿胶
白术,黄芪,龙骨,牡蛎,白芍,海螵蛸,茜草,续断,阿胶,艾叶
烊龟版胶,炒山栀子,粉牡丹皮,生地,熟地,山药,女贞子,旱连草,菟丝子,生地榆
当归,柴胡,黄芩,甘草,大黄
党参,丹参,益母草,蒲公英,血余炭,桃仁,川牛膝,茜草,乌药,香附,三七粉
白茅根,血余炭,生地,淡竹叶,知母,怀牛膝,甘草
大黄,三七
生地,水牛角,天荞麦根,虎杖,山茱萸肉,田三七粉,夏枯草,益智仁,枳壳,百合,北沙参
三七,甘草,白芨,地榆,丹参,苦参
白头翁,槐花,白芨,秦皮,黄连,黄柏,玄参,地榆,生地
血竭,生地,当归,丹皮,茜草,蒲黄,香附,大黄,地榆,益母草,败酱草,炒荆芥
大青叶,生地,重楼,蝉蜕,黄芪,甘草
党参,白术,熟地,山萸肉,车前子,黑荆芥,茯苓,黑干姜,黄柏
三七粉,炒蒲黄,青黛,黄连,珍珠,生甘草,冰片
党参,白术,当归,熟地,白芍,生黄芪,香附,制川朴,甘草,炙附子,肉桂
五灵脂,赤芍,香附,元胡,生蒲黄,地榆,海螵蛸
马鞭草,生地榆,大枣
白芨粉,仙鹤草,大枣
乌梅,贯众,五倍子,夏枯草,半枝莲,槐角,牡蛎,海浮石
鹿角片,阿胶,花蕊石,山茱萸肉,生地,炒党参,生黄芪,参三七末,血余炭,生蒲黄
瞿麦,萆蓄,女贞子,车前子,旱莲草,大黄,炒荆芥穗,甘草
儿茶,白芨,大黄,乌贼骨粉
白芍,甘草,炙乌贼骨,白芨,槐花,地榆,蒲黄,仙鹤草,大黄,三七
黄芪,当归,地黄,山萸肉,覆盆子,旱莲草,女贞子,炒川断,炒荆芥,海螵蛸,阿胶,益母草
石膏,肥知母,麦冬,生地,怀牛膝,生藕节,白茅根,侧柏叶,仙鹤草,茜草,铁黄
白茅根,龙骨,牡蛎,生三七粉,白芨粉,大黄,藕节
知母,黄柏,丹皮,茯苓,泽泻,山萸肉,山药
柴胡,莪术,夏枯草,海藻,昆布,天葵子,山慈姑,黄药子,浙贝,三七粉
地锦草,炙黄芪,益母草,马齿苋,贯众炭,棕榈
白芨,炙枇杷叶,生地,海蛤粉
煅乌贼骨茜草炭地榆炭,继木,蒲黄,槐来炭,荠菜,马齿苋,生甘草
党参,白术,炙黄芪,阿胶,贯众炭,生地榆,海螵蛸,益母草,茜草笼,仙鹤草,天麻,荆芥,甘草
大黄,黄连,黄芩,降香,花蕊石
人参,黄芪,甘草,白术,山药,大枣,干姜,桂枝,五味子,砂仁
桑寄生,生地,龙骨,牡蛎,白术,生黄芪,续断,海螵蛸,白芍,茜草,柴胡
仙鹤草,大枣,党参,茜,益母草,紫草,丹皮,三七
仙鹤草,白芨,荆芥,益母草,苦地丁,生地榆,棕榈,蒲黄
白术,黄芪,续断,牡蛎,益母草,山萸肉,白芍,海螵蛸,茜草,五倍子,岗稔根
龙骨,牡蛎,广三七粉,冲服生赫石,乌梅,知母,鱼腥草
桑叶,丹皮,知母,枇杷叶,桑白皮,黛蛤散,钓藤,地骨皮,黄芩,当归,蝉蜕,生甘草
土大黄,苦参,白芨,土榆炭,杜仲炭
白头翁,赤石脂,粳米,秦皮,黄连,黄柏,乳香,没药,甘草
蒲黄,野菊花,黄芩,大黄,鱼腥草,芒硝,蒲公英,忍冬藤
大黄,白芨
白术,黄芪,龙骨,特蛎,生地,白芍,茜草,阿胶,海螵蛸,续断
炙绵芪,党参,当归,地榆,槐花,蒲黄炒阿胶,乌贼骨粉,紫珠草,生果末,参三七米
藿香,防风,栀子,甘草
生黄芪,生党参,山药,剪芡实,当归炭,生地,藕节,陈桉炭,龙骨,牡蛎,炙乌贼骨,阿胶,参三七粉
白芨,马齿菀,败酱草,胡连,木香,木壳
柴胡,黄芪,陈皮,当归,炙升麻,党参,白术,阿胶,紫草,大枣,仙鹤草,甘草
黄连,怀牛膝,黄芩,白芍,大黄,大蓟,白茅根,仙鹤草
仙鹤草,三七粉,大枣
仙鹤草,山栀炭,生地,丹皮,茜草,牛膝
鱼腥草,仙鹤草,地榆,荆芥,茜根炭,当归,白术,赤芍,薏苡仁,黄柏,苦参
炒黄芩,栀子,丹皮,生地,赤芍,侧柏叶,白茅根,水牛角,先煎炒牛膝,生甘草
生地,童子尿
金银花,金钱草,车前子,白茅根,蒲公英,苦地丁,生地榆,生黄柏,甘草稍
金银花,乳香,没药,海螵蛸
党参,茜草,童便
黄芪,当归,续断,侧柏叶,鹿角霜,人参,阿胶,龙骨,酸枣仁,远志
金樱子,茜草,低榆,夏枯草,水灯草,车前草,鸡冠花,甜酒
大黄,槐花,当归尾,低榆,侧柏叶,泽泻,麦芽,金银花,玄明粉,枳壳,甘草
葱木,红木香,白芨,香附,白芍,甘草
白头翁,炭地榆
生地,熟地,焦山栀,知母,龟板,麦冬,牛膝,芭叶,侧柏叶,旱莲草
一枝黄花,旱莲草
白芨粉,甘草粉,蜂蜜
益母草,马齿苋,生蒲花,桃仁,红花,川芎,丹皮,当归,柴胡
熟地,枸杞子,菟丝子,大枣,山药,鹿角胶,龟板胶,阿胶,怀牛膝,甘草
生地,淡竹叶,栀子,车前子,苇,菟丝子,白花蛇舌草,甘草
芦根,薏苡仁,冬瓜子,桃仁,桔梗,黄芩,甘草
五倍子,白芨,白头翁,白鲜皮,白术,白芍,甘草
生地,熟地,麦冬,百合,赤芍,丹皮,阿胶大羊白及,百部,花蕊石,仙鹤草,三七末冲,甘草
党参,黄花,白术,茯苓,茜草,紫草,桂圆肉,木香,江枣,当归,甘草
黄芪,干姜,车前子,黄栀,熟地,穿山甲,荆芥,蒲黄,山萸肉,王不留行,甘草
何首乌,大枣,党参,黄芪,黑荆芥,白术,茯苓,白芍,续断,山萸肉,杜仲,阿胶,甘草
当归,白芍,生地,川芎,黄连,黄芍,黄柏,生栀子,龙骨,牡蛎,茜草,海螵蛸
生地,熟地,山萸肉,山药,丹皮,地骨皮,生黄芪,当归,川芎,地榆,茜草,白芍
白术,黄芪,龙骨,牡蛎,生地,海螵蛸,茜草,续断
灶心黄土,阿胶,黄芩,附片,白术,生地,甘草,海螵蛸,白芨
地榆,当归炭,生地炭,白芍炭,阿胶,乌贼骨炭,干姜,炒艾叶,白术,蒲黄,苦参炭
党参,炙黄芪,甘草,白术,阿胶,海螵蛸,茜草,丹参
熟地,当归,白芍,蒲黄,玉灵脂,海螵蛸,续断,龙骨,牡蛎,茜草,大黄
紫草,黄连,黄柏,黄芩,虎杖,地榆,冰片
党参,白术,茯苓,甘草,白芍,枳壳,石菖蒲,炒蒲黄,白及粉,乌贼骨粉
代石,太子参,法夏,生地,白芍,三七粉,甘草
黄芪,党参,丹参,陈棕榈炭,地榆,益母草,海螵蛸,阿胶,生茜草,三七粉
赤者石,大黄,白芍,桃仁,丹皮,蒲黄,五灵脂,白及粉,甘草
鹿角胶,生地,枸杞子,山萸肉,党参,黄芪,丹皮,紫草
大黄,白芍,元胡,桃仁,红花,乳没,生地,当归,防风,生甘草
黄芪,大黄,蒲黄,白芨,海螵蛸,云南白药
党参,麦冬,五味子,女贞子,旱莲草,阿胶,猪苓,泽泻,茜草
丹参,丹皮,赤芍,桃仁,红花,花蕊石,炒蒲黄,香附,益母草,田三七末
白茅根,枇杷叶,生地,阿胶,藕节,大黄,白及根,田七粉,百部
生地,竹叶,川木通,小蓟,黄连,甘草,琥珀
旱莲草,女贞子,知母,黄柏,熟地,丹皮,茯苓,泽泻,山药,龟板,蒲黄,续断
车前草,益母草,茜草,鱼腥草,旱莲草,金银花,连翘,白茅根,[方源]古方化裁
当归,桃仁,赤芍,红花,干姜,蒲黄,五灵脂,枳壳,益母草,仙鹤草,川芎,甘草
仙鹤草,仙茅,淫羊藿
黑贯众,黑祈艾,黑乌梅,黄芪,党参,白术,茯苓,甘草,阿胶
白矾,萆?,山楂,山药,莲子
当归,小川芎,桃仁,炙绵芪,炒蒲黄,蒲公英,益母草,黑姜炭,甘草
当归,生地,石膏,丹皮,仙鹤草,白芨,生甘草
赤石脂,生地,白术,甘草,炮附子,黄芩,阿胶
粉萆?,苦地丁,小蓟,金樱子,黄柏,泽泻,车前子,龙骨,甘草
党参,黄芪,白术,生山药,生龙牡,黑芥穗,茜草,鸡内金,三七末,炒地榆
大黄,白芨,地榆,苎麻根,柴珠草,甘草
炙黄芪,白术,山萸肉,白芍,川断肉,地榆,仙鹤草,女贞子,菟丝子
女贞子,旱莲草,党参,黄芪,海螵蛸,破故子,龙骨,牡蛎,阿胶,三七
地锦草,仙鹤草,益母草
党参,黄芪,仙鹤草,桃仁,当归,炒蒲黄,五灵脂,山楂炭,益母草,川芎,甘草
生地黄炭,黄芩,地榆,贯众炭,黑荆芥,麦冬,三七
海螵蛸,川贝,白芨,元胡,陈皮,甘草
大黄,泽兰,槐米,蒲公英,黄芪,白茅根
参三七粉,旱莲草,鱼腥草,白花蛇舌草,车前草
栀子,黄芩,金银花,知母,生地,玄参,丹皮,仙鹤草,川牛膝
黄芪,海螵蛸,浙贝,木蝴蝶,马勃,白芨,三七,大黄
人参,白芨,白术,白芍,干姜,甘草,桂枝,海螵蛸
龙骨,牡蛎,山萸肉,代赭石,三七末
益母草,茜草,鹿衔草,旱莲草,仙鹤草,龙骨,牡蛎,贯众炭,荆芥,艾叶,茯苓,甘草
白芨,龙骨,牡蛎,山萸肉,三七
续断,槲寄生,党参,黄芪,海螵蛸,三七,仙鹤草
生蒲黄,花蕊石,三七粉,茜草,小胡麻,当归,生地,丹参
黄芪,当归,血余碳,生甘草,仙鹤草
大黄,黄连,生地,生黄芪,甘草
白矾,儿茶
肉苁蓉,菟丝子,熟地,女贞子,旱莲草,破故子,黄精,仙茅,淫羊藿,五味子
姜黄,威灵仙,苏木,宽筋藤,面针,艾叶,自然铜,血竭
金银花,蝉蜕,重楼,鱼腥草,白花蛇舌草,半枝莲,车前子,白茅根,丹参,益母草
枸杞子,生黄芪,山萸肉,鹿角霜,旱莲草,山药,生地,生地榆,仙鹤草,炒蒲黄,甘草
三七粉,生地,赤勺,丹皮,炒蒲黄,丹参
升麻,党参,黄芪,白术,马齿苋,生蒲黄,生地黄炭,益母草炭,小蓟,芥穗,龙骨,牡蛎
党参,炙黄芪,生地黄炭,熟地黄炭,阿胶,白芍,龙骨,牡蛎,龟板,旱莲草,赤石脂,茜草炭
黄芪,白芨,白术,建曲,薏苡仁,血余炭
当归,赤芍,川芩,桃仁,炒五灵脂,炒蒲黄,益母草,怀牛膝,柴胡,枳壳,甘草
龙骨,儿茶,血竭,乳香,没药,冰片,黄连,仙鹤草
大黄,黄芩,黄连
山慈茹,硼砂,硇砂,三七,冰片,沉香
桑白皮,地骨皮,白芍,白芨,百合,百部,苏子,五味子
黄芪,当归,川芎,三七,赤石脂,党参,阿胶,赤芍,丹皮,干姜,茜草
生地,蒲公英,黄柏,小蓟,生山栀,车前子,白茅根
丹参,元胡,川楝子,香附,乌药,黄连,乳香,没药,吴茱萸,木香,蒲公英,海螵蛸
人参,三七,阿胶,山萸肉,熟地,血条炭,叶肾,续断,仙鹤草,小蓟,甘草
党参,黄连,白约,海螵蛸,甘草,白芨,元胡,三七粉
金银花,野菊花,紫花地丁,蒲公英,天葵子,六一散
党参,麦冬,炒川断,龟版胶,黄芪,当归,五味子,白术,桑叶,益母草,海螺角,甘草
当归,黄芪,五灵脂,蒲黄,三七粉
大黄,黄连,黄芩
桑寄生,续断,海螵蛸,茜草炭
党参,茯苓,白术,甘草,葛根,黄芩,马尾连,马齿苋,赤勺,白芍,木香,山药
桂枝,白芍,干姜,大枣,龙骨,牡蛎,续断,丝瓜络,金樱子,杜仲
人参,黄芪,茯苓,白术,山药,阿胶,当归,仙鹤草,旱莲草,紫草,茜草,陈皮
生地榆,生槐花,白矾,龙骨
矮地茶,土大黄,柏子仁,穿破子,山萸肉,救必应
珍珠草,白花蛇舌草,白茅根,车前草,玉米须
白矾,五倍子,血蝎,白芨
侧柏叶,三七,茅根炭,血余炭,藕节,荷叶炭,蒲黄,棕榈,山栀炭,丝棉炭
当归,白芍,川芎,生地,阿胶,艾叶,丹皮,玄参,仙鹤草,麦冬
鲜藕,生梨,生荸荠,生甘蔗,鲜生地
岗稔根,五月皮,旱莲草,仙鹤草
淡豆豉,阿胶,丹参,生地,白芍,旱莲草,仙鹤草
黄柏,炒蒲黄,五倍子,正冰片
松香,白矾,枯矾
三七,白芨
白芨粉,%乌贼骨粉,%甘草粉,%象贝粉
生地,地骨皮,丹皮,黄柏,生白芍,黄连,黄芩,焦栀,地榆,藕汁
白头翁,秦皮,白芍,黄连,黄芩,苍术,槟榔,枳壳,木香,当归
海螵蛸,浙贝,白茅根,大黄,白芨粉,三七粉,赤芍,白芍,生甘草
生黄芪,党参,白术,茯苓,山萸肉,菟丝子,紫石英,香附,阿胶,陈皮
当归,川芎,赤芍,干姜,益母草,泽兰,红花,甘草
续断,阿胶,山药,女贞子,生地炭,杜仲炭,旱莲草,黄芩,生当归,白芍,白术,香附末
桑寄生,续断,海螵蛸,茜草炭
生地榆,生槐角,半枝莲,白花蛇舌草,大青叶,白槿花,滑石,生甘草
熟地,桂圆肉,当归,黄芪,白术,附子,甘草,黄芩,鹿角胶,伏龙肝
党参,炙首乌,生贯众,半枝莲,鬼前羽,海藻,木馒头,天葵子,甘草,紫石英
生蒲黄,五灵脂,丹参,鸡血藤,当归,黄芪,山楂,白茅根
陈石灰,大黄,血竭,乳香,制没药,锻龙骨,炉甘石
九制炉甘石,西玉石,麝香,果黄,百寿大梅,海螵蛸,玛瑙,朱砂
生代赭石,半夏,瓜蒌仁,至杭芍,竹茹,牛蒡子,甘草
当归,黄芩,柴胡,粉罩,胡连,大黄
川木通,瞿麦,栀子,灯心草,琥珀,鲜茅根,扁蓄,车前子,甘草
炒生地,丹皮,泽泻,山药,茯苓,磁石,仙鹤草,女贞子,旱莲草,甘草
鲜芦根,生地,墨旱莲,地榆,蒲黄,茜根炭,生甘草
太子参,白术,大黄,白芨,海螵蛸,锻瓦楞子
水牛角片,生地,丹皮,赤芍,黄芩,紫草,芥穗,蝉蜕,甘草
红藤,生地,乌梅,榴皮,蒲公英,忍冬藤,仙鹤草,赤芍,生地榆,黄柏
小蓟,生地,川木通,甘草,丹皮,黄柏,白茅根,蒲公英,赤芍,滑石
金银花,黄芩,杏仁,紫菀,薏苡仁,陈皮,桔梗,生甘草,桃仁,芦根
代赭石,生地,太子参,百合,桑白皮,白芨,阿胶,侧柏炭
焦芥穗,真降香,侧柏炭,焦茜草,白芨,三七,仙鹤草,牛膝,甘草
黄芩,苏子,白茅根,藕节,仙鹤草,生地,牛膝,栀子,竹叶,荷叶,甘草
玄参,生地,麦冬,知母,白茅根,藕节,仙鹤草,地骨皮,天花粉,白薇,旱莲草
党参,茯苓,白术,甘草,山药,焦三仙,谷芽,麦芽,白茅根,藕节,仙鹤草,生地,牛膝
黄芪,白术,党参,当归,白芨,黄芩,丹参,生地炭,侧柏炭,藕节
生地,地榆,川木通,竹叶,甘草稍,栀子,侧柏叶,赤勺,仙鹤草,白茅根,琥珀
葛根,黄芩,黄柏,生山楂,地榆,五倍子,锡内散
生地,川木通,竹叶,甘草稍,黄连,栀子,连翘,大黄,鲜茅根,生藕节,仙鹤草
生地,麦冬,玄参,枳实,厚朴,大黄,芒硝,丹皮
人参,阿胶,三七,白芨,生地,侧柏炭,冬瓜子,茜草,血余炭,鲜茅根
鲜生地,鲜茅根,鲜芦根
