麦冬,桔梗,甘草,花粉,陈皮,元参,百部
贝母,桔梗,前胡,花粉
贝母,芦根,紫菀
麻黄,石膏,五味子,甘草,半夏
蛇胆汁,贝母
苏子,粳米,红糖
苏子,白蜜,生姜汁,杏仁
桔梗
大蒜,红糖,生姜
五味子,紫菀,款冬花
杏仁,甘草
桑白皮
桑叶,杏仁,沙参,贝母,香豉
桑叶,桑白皮,牛蒡,前胡,杏仁,贝母,甘草
麻黄,紫菀,款冬花,五味子,半夏
杏仁,鸡蛋
高山辣根菜,悬钩子茎,木藤蓼,野姜,余甘子
甘草,麻黄,杏仁
半夏,杏仁
葶苈,贝母,杏仁,紫菀,茯苓,五味子,桑白皮
葶苈,牛蒡,苏子,杏仁,莱菔,贝母,陈皮
苏子,前胡,浮石
天门冬,紫菀,饴糖,白酒
甘草,黄芩,桑白皮,杏仁,麦门冬,茯神
沙棘膏,白葡萄干,甘草,栀子
乌梅,粳米,冰糖
沙参,贝母,杏仁,淡竹叶
桔梗,半夏,前胡,杏仁,桑白皮
地骨皮,桑白皮,甘草
苏叶,半夏,前胡,桔梗,陈皮,杏仁
人参,半夏,甘草,五味子
杏仁,百部,远志,甘草
麻黄,甘草,半夏,五味子
麻黄,细辛,甘草,五味子,半夏
麻黄,甘草,半夏,五味子
前胡,桔梗,甘草,杏仁
白萝卜汁,饴糖
麻黄,石膏,生姜,甘草,半夏
百部,白及,贝母,甘草
五味子,地骨皮,天冬,麦冬,百合,贝母,茯苓,薏仁
半夏,紫菀,甘草
天冬,麦冬,百部,沙参,贝母
半夏,甘草,肉桂,罂粟壳
山药,玄参,于术,生鸡内金,牛蒡
信砒,豆豉
款冬花,杏仁
紫菀,桔梗,白茅根,甘草,木通
紫菀,贝母,款冬花
紫菀,五味子,麻黄,杏仁,甘草
紫苏,桑白皮,五味子,杏仁,麻黄,甘草
紫苏,前胡,甘草,半夏
贝母,知母,款冬花,百部,糯米,杏仁
猪肺,大米,薏仁
贝母,鸡蛋

