瞿麦,车前子,？,扁蓄,大黄,滑石,川木通,栀子,甘草,灯心草
石燕,海马,海蛤,滑石,琥珀,赤苓,川木通,通草,山栀子仁,泽泻,猪苓,车前子,小茴香,瞿麦穗,扁蓄,葶苈子,忘忧根,木香,白丁香,鬼棘针
金钱草,海金沙藤,白芍,生地,鸡内金,琥珀末,广木香,小甘草
车前草,川木通,扁蓄,翟麦,六一散,栀子,蒲公英,白茅根,生甘草
连翘,蒲公英,黄柏,萆薢,苍术,海金砂,甘草,车前子
败酱草,白花蛇舌草,车前子,益母草
扁蓄,瞿麦,川木通,车前子,滑石,甘草,芒硝
蒲公英,丹皮,元胡,车前子,茯苓,连翘,乌药,萆薢,土茯苓
桑螵蛸,金钱草,海金砂,鸡内金,赤勺,琥珀,王不留行,甘草
金钱草,生鸡内金,海金砂,冬葵子,车前子,淡竹叶,枳壳,乌药,元胡
石韦,海金砂,金钱草,瞿麦,王不留行,黄柏,枳壳,怀牛膝,鸡内金,琥珀末,地龙,甘草
制川军,广郁金,金钱草,广木香,虎帐,鸡内金,黄芩,青皮,陈皮,车前子,车前草,冬葵子,扁蓄,生甘草
附块,肉桂,花椒,破故子,续断,女贞子,黄精,泽泻,车前子,车前草
萆薢,金钱草,瞿麦,川芎,当归,茯苓,大腹皮,冬瓜皮,泽泻
龙胆草,栀子,黄芩,柴胡,生地,车前子,泽泻,川木通,甘草,当归
郁金,三棱,川牛膝,金钱草,鸡内金,金砂牛,炮穿山甲,鳖甲,炮猪蹄甲
龙须草,白花蛇舌草,荠菜花,粉刺草解,矍麦穗,匾苔草,车前草,生地,川木通,凤尾草,茯苓皮,生草梢
地龙,川木瓜,冬葵子,琥珀末,威灵仙,白芍,金钱草,甘草,白茅根,苇,泽泻
急性子,王不留行,川牛膝,枳壳,生鸡内金,扁蓄
生黄芪,滑石,琥珀
鸡肉金,滑石,怀牛膝,地龙,茯苓,泽泻,甘草稍,金钱草,白芍,火硝,硼砂,芒硝
夏枯草,鲜满天星,金钱草,苇,扁蓄,川牛膝,枳壳,生鸡内金末
玉米须,苇,蒲公英,马齿苋,柴胡,黄柏,苦参
酢浆草,菟丝子,败酱草,白芷,炒穿山甲,川木通,车前子,蒲公英,甘草
黄连,白花蛇舌草,马齿苋,土茯苓,苦参,白薢皮,瞿麦,萆薢,石菖蒲,川牛膝,川木通,甘草
金钱草,广郁金,鸡内金,牛膝,三楂,皂角刺,车前子,甘草
蝼蛄,滑石,甘草
金钱草,海金砂,滑石,蒲公英,车前子,泽兰,益母草,牛膝,鸡内金,硝石,生甘草
地榆,柴胡,川木通,扁蓄,槲寄生,车前子,陈皮,菊花,猪苓,泽泻,瞿麦,生甘草
石韦,生黄芪,白术,连翘,金银花,生白芍,茯苓,匾蓄,瞿麦,甘草
白茅根,滑石,车前子,泽泻,猪苓,茯苓,甘草,大黄,川牛膝,川木通,三七,桃仁
黄芪,茯苓,白芍,白术,生甘草,金银花,扁蓄,瞿麦,苇,土茯苓,泽泻,连翘
鲜绿豆,金钱草,鸡内金,海金砂,川牛膝
山药,白茅根,车前草,芡实,生黄芪,白药子,阿胶,猪苓,知母,甘草
金钱草,蒲公英,海浮石,车前草,滑石,苇,急性子,王不留行,牛膝,地龙,枳实,生鸡内金,海金砂
金钱草,金银花,苇,滑石,车前子,布包海金砂,鸡内金,穿山甲,赤芍,瞿麦,甘草
大黄,郁金,枳壳,金钱草
金银花,金钱草,车前子,白茅根,蒲公英,苦地丁,生地榆,生黄柏,甘草稍
柴胡,木香,乌,枳壳,地龙,郁金,莪术,牛膝,金钱草,海金砂,甘草
穿山甲,鸡内金,海金砂,金钱草,琥珀,冬葵子,木香,牛膝
郁金,金钱草,鸡金,海金砂,车前子,苇,泽泻
大黄,黄芩,姜黄,郁金,金钱草,金银花,鸡内金,威灵仙
穿山甲,郁京,柴胡,白芍,木香,元胡,枳壳,栀子,麦芽,谷芽,神曲,金钱草,什硝
金钱草,虎帐,鸡内金,滑石,车前子,海金沙藤
麦冬,赤苓,大腹皮,川木通,甘草,淡竹叶
菟丝子,生地,苇,栀子,车前子,淡竹叶,白花蛇舌草,黄柏,琥珀,甘草
川牛膝,白术,泽泻,金钱草,海金砂,川楝子,莪术,三棱,猪苓,郁金,乌梅,硼砂
金钱草,海金沙藤,瞿麦,扁蓄,车前草,郁金,枳壳,元胡,党参,白术,茯苓,甘草
金银花,蒲公英,野菊花,黄柏,紫花地丁,鱼腥草,川木通,甘草
荠菜,猪苓,茯苓,泽泻,白芍,金钱草,鸡内金,威灵仙,芒硝,川牛膝,枳壳,甘草
生地,淡竹叶,栀子,车前子,苇,菟丝子,白花蛇舌草,甘草
石韦,冬葵,鸡内金,滑石,金钱草,瞿麦,车前子,王不留行,牛膝,枳实
红花,桃仁,赤芍,当归,鸡内金,三棱,莪术,金钱草,海金砂,琥珀冲服
金钱草,海金砂,滑石,白茅根,白芍,鸡内金,瞿麦,王不留行,元胡,车前子,琥珀末冲服甘草
金钱草,海金砂,滑石,白茅根,鸡内金,牛膝,川木通,沉香,车前子,王不留行,蓄,瞿麦
黄芪,茯苓,白术,泽泻,山萸肉,车前子,益母草,生甘草,金樱子
海金砂,金钱草,琥珀,芒硝,硼砂,鸡内金,炮穿山甲
车前草,鱼腥草,苇,金银花,蒲公英,琥珀,川木通,丹参,甘草
海金砂,川牛膝,续断,白芍,鸡内金,香附,金钱草,王不留行,地龙,桑寄生,甘草
金钱草,海金砂,鸡内金,五灵脂,白茅根,川牛膝,滑石,车前子,泽泻,冬葵子
麻黄,连翘,赤小豆,生地,地龙,牛膝,白茅根,甘草
金钱草,海金砂,鸡内金,郁金,黄芩,木香,枳壳,红景天,虎杖,大黄
大黄,制附子,细辛,鸡内金,威灵仙,三棱
瞿麦,滑石,扁蓄,川木通,车前子,栀枝,杜仲,枸杞子,苇,黄芪,党参,甘草
白花蛇舌草,金钱草,白茅根,蒲公英,金银花,车前草,栀子,黄柏,滑石,川牛膝,甘草
人参,肉桂,穿山甲,王不留行,滑石,黄芩,栀子,扁蓄,瞿麦,川木通,车前子
车前草,金钱草,威灵仙,凤尾草,灯芯草,通草
龙胆草,黄芩,柴胡,郁金,金钱草,海金砂,大黄
白花蛇舌草,马鞭草,蛤蟆草,车前草,白茅根,肉桂,黄柏,甘草
威灵仙,金钱草,海金砂,生鸡全,王不留行,车前子,川牛膝
当归,生地,赤芍,生甘草,栀子,赤芍,蓄瞿麦,蒲公英,黄芩,桑寄生,续断
金钱草,海金砂,穿山甲,鸡内金,地龙,滑石
金钱草,海金河,生鸡金,苇,没石,硼砂,大白芍,车前子,川牛膝,甘草
九龙根,凤尾草,地肤子,瞿麦穗,蓄草,土茯苓,黄芩,白术,生甘草
桃仁,当归尾,红花,牛膝,枳壳,赤芍,川芎,金钱草,柴胡,鸡内金,海金砂,甘草
金钱草,茵陈蒿,穿破石,郁金,柴胡,太子参,丹参,党参,大黄,白花蛇舌草,海金砂
金钱草,海金砂,川木通,车前子,威灵仙,何首乌,枸杞子,黄芪,牛膝,旱莲草
石韦,金钱草,白茅根,白芍,海金砂,枳壳,车前子,丹参,广木香,大黄
金钱草,海金砂,车前子,滑石,蓄,瞿麦,鸡内金,三棱,莪术,牛膝,厚朴,甘草
金钱草,郁金,鸡内金,海金砂,苇,牛膝,三棱,皂角刺,赤芍,丹参,车前草,枳壳
金钱草,车前子,甘草,海金砂,苇,滑石,川木通
金钱草,枳壳,栀子,郁金,虎杖,白芍,茯苓,蒲公英,制大黄,元胡,木香
生黄芪,丹参,茯苓,肉桂,川牛膝,三棱,五灵脂,金钱草,海金砂,鸡内金
柴胡,大黄,黄芩,白芍,木香,枳壳,郁金,芒硝,金钱草
金银花,蒲公英,野菊花,紫花地丁,天葵子,柴胡,牛膝,滑石,扁蓄,瞿麦,车前草,甘草
白芍,甘草,附子,乌药,通草,金钱草,海金砂,鸡内金,威灵仙,牛膝,车前子,地龙
金钱草,玉米须,甘草,鸡内金,海金砂,淫羊藿,过坛龙
金钱草,威灵仙,海金砂,冬葵子,枳壳,陈皮,白芍,地龙,车前子,甘草
柴胡,黄芩,白芍,茵陈蒿,栀子,大黄,金钱草,鸡内金,枳实,木香,郁金,甘草
蒲公英,败酱草,柴胡,黄柏,苦参,扁蓄,马齿苋
柴胡,蒲公英,败酱草,白花蛇舌草,黄柏,赤芍,浙贝,王不留行,乌药,桂枝,淡竹叶,川木通
石燕,火硝,海金砂,金钱草,鸡内金,冬葵子
当归,柴胡,丹参,金钱草,海金砂,鸡内金,枳实,乳香,没药
淡盐水炒黄柏,肉桂,蒲公英,忍冬藤,白花蛇舌草,淡盐水炒知母,竹叶
生地榆,制大黄,白茅根,川草,瞿麦,榴皮,丹皮,黄柏,川槿皮,琥珀,甘草
叶金钱草,槟榔,海金砂,白芍,郁金,炙鸡金,大黄,柴胡,地鳖虫,甘草
鼠妇虫,琥珀,鸡内金,王不留行,小胡麻,白芥子
栝萎根,茯苓,山药,制附片,瞿麦
蒲公英,生桅子,黄芩,益母草,车前草,金钱草,旱连草,地锦草,扁蓄,白茅根,甘草
知母,生地,土茯苓,金银花,黄柏,连翘,当归,红藤,川木通,甘草
金钱草,广郁金,大黄,鸡内金,玄明粉,猪蹄
土元,金钱草,生黄芪,莪术,川牛膝,生地,冬葵子,匾蓄
大黄,柴胡,枳壳,黄芩,乌梅,茵陈蒿,金钱草,郁金,鸡内金
丹参,川芎,当归,益母草,川牛膝,半枝莲,丹皮,黄柏,生地,山药,天花粉
金钱草,郁金,枳实,蒲公英,白芍,赤芍,芦根,半夏,柴胡,广木香,大黄
萆薢,薏苡仁,黄柏,丹皮,赤苓,泽泻,滑石,通草
金钱草,郁金,海金砂,黄芪,鸡内金,王不留行,乌药,川牛膝
王不留行,红花,车前子,青皮,陈皮,枳壳,瞿麦,川木通,桔梗
金钱草,海金砂,炒知母,炒黄柏,苇,瞿麦,车前子,泽泻,川楝子,白茅根,小蓟,槲寄生,续断,元胡
金钱草,海金砂,生鸡金,冬葵子,南石苇,扁蓄草,桑寄生,王不留行,广木香,金狗脊,车前子,怀牛膝,滑石
淫羊藿,破故子,杜仲,乌药,肉桂,怀牛膝,王不留行,丹参,威灵仙,金钱草,海金砂,泽泻
广木香,厚朴,枳实,赤勺,桃仁,郁金,栀子,茵陈蒿,大黄,芒硝
淫羊藿,巴戟天,仙茅,桂枝,生黄芪,白花蛇舌草,蛤蟆草,黄柏,蒲公英,大黄,扁蓄,瞿麦,丹参,川芎,桔梗
杏仁,滑石,黄芩,黄连,橘红,郁金,通草,厚朴,半夏
金钱草,菟丝子,车前草,粟米芯,海金砂,砂中,川楝皮,大海片
大茴香,小茴香,当归,金钱草,扁蓄,冬瓜子,鸡内金
海浮石,穿破石,滑石,苇,硝石片
珍珠草,白花蛇舌草,白茅根,车前草,玉米须
商陆,杜仲,泽泻,黄柏
赤苓,苇,滑石,冬葵子,泽泻,牛膝,小蓟,鸡内金,丝瓜络,甘草
猪苓,茯苓,泽泻,车前子,滑石,川木通,金钱草,海金砂,生地,玄参,蒲黄,甘草
金钱草,郁金,鸡内金,海金砂,滑石,醋炒延胡索
硝石,鸡内金,元胡,高粱酒
金钱草,海金砂,鸡内金,金银花,瞿麦,苇,冬葵子,车前子,川牛膝
三棱,莪术,穿山甲,牛膝,金钱草,海金砂,苇,冬葵子,滑石,鸡内金,车前子,瞿麦
广木香,厚朴,枳实,赤芍,桃仁,郁金,栀子,茵陈蒿,大黄,芒硝
鱼腥草,益母草,车前草,通草,金钱草
黄药子,黄柏,莪术,蛇床子,当归,红花,三棱,淫羊藿,小茴香,大蒜,冰片
海金砂,苇,滑石,车前子,川大金钱草,扁蓄,瞿麦,泽兰,泽泻,冬葵子,川木通
海金砂,生蒲黄,穿山甲,没药,琥珀末
黄芪,桂枝,白术,茯苓,甘草,桔梗,党参,蟋蟀,泽泻,车前子
黄芪,党参,瞿麦,扁蓄,茯苓,车前子,冬葵子,川木通,滑石
党参,黄芪,穿山甲,盐制黄柏,泽泻,琥珀,地黄,天冬,地鳖虫,知母,枳壳,肉桂
川木通,瞿麦,栀子,灯心草,琥珀,鲜茅根,扁蓄,车前子,甘草
青皮,山茴香,车前子,石菖蒲,肉桂,川牛膝,乌药,冬葵子,桑白皮,苏梗,南沙参
石韦,川木通,冬葵子,海金砂,车前子,金钱草,墨旱莲,何首乌,枸杞子,知母,黄芪,威灵仙
川木通,栀子,黄柏,萆薢,蚕砂,生甘草,滑石,大黄,车前子
柴胡,白芍,香附,黄芩,车前子,乌药,元胡,川楝子,黄柏,萆薢,晚蚕沙
黄芪,党参,白术,茯苓,车前子,续断,杜仲,菟丝子,牛膝,泽泻,萆薢,牡蛎
金银花,蒲公英,紫花地丁,扁蓄,车前子,瞿麦,滑石,栀子,大黄,川木通,生甘草稍
金钱草,海金砂,鸡内金,瞿麦,冬葵子
金钱草,海金砂,瞿麦,滑石,车前子,川木通,川牛膝,甘草
马鞭草,海金砂,牛膝,益母草,苇,白茅根,琥珀,乌药
茯苓,猪苓,白术,桂枝,大腹皮,川木通,车前子,广木香,防己,生甘草
龙胆草,黄芩,炒山栀,泽泻,川木通,车前子,当归,柴胡,细生地,甘草
金钱草,榴树根,王不留行,溶石散,续断,杜仲,滑石,元胡,牛膝,木香
土茯苓,滑石,萆薢,苍术,黄柏,车前子,瞿麦,川木通,扁蓄,栀子,大黄,甘草
柴胡,木香,大黄,郁金,姜黄,茵陈蒿,焦山栀,陈皮,芦根,玉米须
金银花,连翘,红藤,蒲公英,鳖甲,茵陈蒿
蒲公英,金银花,川木通,车前子,甘草,黄柏,栀子,扁蓄,滑石,生地,赤芍,瞿麦
鸡内金,金钱草,瞿麦,川芎,川牛膝,台乌药
益母草,茯苓,山药,冬葵子,橘核,破故子,鸡内金,黄芪,附子,金钱草,干姜,牛膝
柴胡,枳实,赤芍,白芍,生甘草,生川军,金钱草,矮地茶,海金砂,川牛膝,鸡内金
茵陈蒿,黄芩,金钱草,大黄,溪黄草,柴胡,枳壳
土茯苓,金银花,蒲公英,车前子,黄柏,苦参,大黄,重楼,生甘草
金银花,板蓝根,鱼腥草,车前子,泽泻,瞿麦,海金砂,甘草
金钱草,海金砂,冬葵子,滑石,瞿麦,降香,虎杖,川牛膝,黄芪,车前子
海金砂,牛蒡子,苇,生白芍,三七,金银花,甘草,鸦胆子
土茯苓,牛膝,鸡内金,金钱草,海金砂,丹参,元胡,穿山甲,大蓟,小蓟,路路通
金钱草,海金砂,郁金,鸡内金,茯苓,白术,桂枝,甘草
蜈蚣,金钱草,鸡内金,琥珀,滑石,黄柏,牛膝,穿山甲,路路通,砚穿,大黄
金钱草,海金砂,马蹄金,鸡内金,郁金,苇,滑石,大黄,牛膝,三七,茯苓,生甘草
附子,桂枝,肉桂,淫羊藿,破故子,牛膝,金钱草,海金砂,车前子,滑石,甘草
金钱草,海金砂,鸡内金,金银花,苇,冬葵子,车前子,川牛膝
柴胡,栀壳,川楝子,大黄,郁金,鸡内金,芦根,蒲公英,金钱草
金钱草,茵陈蒿,生鸡内金,广木香,大黄,芒硝,柴胡
白花蛇舌草,过路蜈蚣,大蓟,小蓟,白茅根,车前子,云茯苓,碧玉散,败酱草,茜草,干藕片
金钱草,海金砂,忍冬藤,白茅根
地肤子,薏苡仁,鲜茅根,川木通,车前子,蒲公英,茯苓,泽泻,六一散,黄柏
扁蓄,车前草,白茅根
鹿角霜,川牛膝,破故子,金钱草,海金砂,鱼脑石,冬葵子,鸡内金,芒硝,王不留行,琥珀,速尿,山莨菪硷,氟呱酸
金银花,连翘,蒲公英,紫花,苦地丁,扁蓄,苇,黄柏,茯苓,车前草,白术,山药,生山栀,白茅根,甘草
瞿麦,扁蓄,车前子,滑石,川木通,苇,冬葵子,野菊花
金钱草,鸡内金,海金砂,滑石,前仁,王不留行,人参,炒甲珠,怀牛膝,木瓜,乌药,莪术,枳壳,桃仁,海藻,甘草
马鞭草,半枝莲,杜仲,车前子,金钱草,鸡内金,海金砂,冬葵,王不留行,穿山甲,红花,滑石,牛膝,川木通,泽泻
叶金钱草,扁蓄,瞿麦,苇,滑石,白芍,地龙,乌药,海金砂,王不留行,冬葵,川牛膝,鸡内金,车前子,食用黑木真,食用核木块
柴胡,黄芩,海金砂,郁金,枳壳,茯苓,鸡内金金钱草,白花蛇舌草,甘草
瞿麦,扁蓄,鸡内金,旱莲草,元郁,白芍,苇,海金砂,生甘草
广木香,枳壳,玄明粉,厚朴,白芍,蒲公英,茵陈蒿,虎杖,大黄,生甘草
穿破石,路路通,海金砂,金钱草,苇,泽泻,太子参,生地,鸡内金,赤芍,甘草
熟地,山萸肉,海金砂,茯苓,泽泻,金钱草,威灵仙,三棱,莪术,鸡内金,桃仁,红花,三七粉,甘草
金钱草,白芍,郁金,鸡内金,柴胡,枳壳,大黄
金钱草,海金砂,苇,鸡内金,三楂,莪术,滑石,怀牛膝,车前子,桃仁,川木通,枳壳,大黄,生甘草
金钱草,丹参,海金砂,蒲黄,鸡内金,滑石,元胡,前仁,王不留行,泽泻,牛膝,甘草,三桂,莪术
金钱草,海金砂,鸡内金,苇,熟地,山药,山萸肉,泽泻,茯苓,丹皮,滑石
生地,玄参,白芍,金钱草,黄芩,海金砂,当归,苇,栀子,淡竹叶,甘草稍
海金砂,冬葵子,川芎,枳壳,匾蓄,瞿麦,茯苓,赤芍,苇,地龙,滑石
金钱草,车前子,冬葵子,川牛膝,厚朴,枳壳,王不留行
金钱草,鸡内金,海金砂,滑石,苇,冬葵子,泽泄,车前子,扁蓄,瞿麦,郁金,陈皮,枳壳,元胡,白芍,甘草
海金砂,金钱草,川木通,泽泻,滑石,瞿麦,扁蓄,冬葵子
桂枝,枳壳,乌药,路路通,冬葵子,海金砂,泽泄,赤芍,白芍,猪茯苓,益母草,苇,六一散,金钱草
柴胡,大黄,穿山甲,郁金,黄芩,厚朴,木香,山楂,金钱草,鸡内金
金钱草,金银花,海金砂,芒硝,地龙,车前子,三七,川木通,瞿麦,鸡内金,琥珀,匾蓄,甘草
金钱草,金银花,海金砂,芒硝,地龙,车前子,三七,川木通,瞿麦,鸡内金,琥珀,匾蓄,甘草
黄柏,连翘,金银花,鱼腥草,大黄,益母草,茯苓,白芍,当归,佛手,车前草,炒二芽
金钱草,海金砂,鸡内金,苇,车前子,土茯苓,滑石,匾蓄,瞿麦,茯苓,丹皮
金钱草,海金砂,白茅根,鸡内金,枳壳,台乌药,大黄,威灵仙,白花蛇舌草,王不留行
金钱草,威灵仙,鸡内金,菟丝子,川牛膝,枳实,杜仲,厚朴,三棱,莪术
金钱草,海金砂,车前子,滑石,鸡金,川木通,琥珀,牛膝,瞿麦,甘草
金钱草,鸡内金,郁金,牛膝,地龙,王不留行,鹿角霜,茜草,乌药,威灵仙
三七粉,赤芍,泽兰,车前子,川楝子,小茴香,荔枝桂,猪苓,桃仁,元胡,川牛膝
熟地,山萸肉,山药,泽泻,茯苓,丹皮,滑石,猪苓,阿胶
秦艽,黄连,姜黄,茵陈蒿,金钱草,鸡内金,芒硝
金钱草,柴胡,川楝子,牡蛎,大黄,郁金,牛膝,香附
柴胡,元胡,王不留行,枳实,白芍,金钱草,郁金,茵陈蒿,川楝子,大黄,甘草
紫花地丁,蒲公英,太子参,白术,炙鸡内金,山药,云茯苓,福泽泻,车前子
金钱草,海金砂,鸡内金,冬葵子,车前子,莱菔子,苇,瞿麦,川牛膝,红花,生甘草
金钱草,茵陈蒿,郁金,枳壳,大黄,木香,黄芩,柴胡
柴胡,小青皮,广郁金,广金钱草,生鸡内金,生山楂,王不留行,大黄,川牛膝
丹参,郁金,乳香,元胡,赤芍,金钱草,海金砂,王不留行,冬葵子,苇,鸡内金,木香,枳壳,滑石
菟丝子,山药,泽泻,萆薢,败酱草,车前子,丹参,蛇床子,通草,甘草
生蒲黄,五灵脂,当归,海金砂,扁蓄,翟麦,滑石,车前子,川木通,甘草
金钱草,生鸡内金,苇,滑石,蒲公英,海金砂,川牛膝,胡桃肉
威灵仙,金钱草
茵陈蒿,金钱草,虎杖根,甘草
金钱草,海金砂,鸡内金,冬葵子,火硝,滑石,生甘草,车前子
制附子,黄芪,党参,丹参,川芎,桂枝,益母草,蒲公英,苦地丁,白茅根,大黄
肉桂,附片,海金砂,滑石,苇,泽泻,冬葵子,王不留行,金钱草,鸡内金
柴胡,大黄,穿山甲,胡金,黄芩,厚朴,木香,山楂,金钱草,鸡内金
车前子,牛蒡子,女贞子,青葙子
金钱草,海金砂,苇,地龙,桃仁,枳壳,甘草,川木通
金钱草,海金砂,瞿麦,冬葵子,川木通,车前子,泽泻,猪苓,炙鸡金,六一散
柴胡,鸡内金粉,海金砂,玄胡子,番泻叶,金钱草
川木通,苇,车前子,瞿麦,芒硝,香附,青皮,枳实,土槿皮,白芍,甘草,滑石,续断
海金砂,车前子,鸡内金,琥珀,泽泻
金钱草,海金砂,硝石,虎杖,生蒲黄,川牛膝,茯苓,白芍
金钱草,生鸡内金,川木通,白芍,地龙,郁金,元胡,川楝子,车前子,滑石,牛膝,海金砂,生地,甘草
附子,茯苓,白术,干姜,白芍,泽泻,猪苓,桂枝,海金砂,黄芪
干姜,车前子,扁蓄,瞿麦,怀牛膝
附子,茯苓,白术,白芍,泽泻,猪苓,桂枝,车前子,扁蓄,瞿麦,杜仲,怀牛膝,川芎
