三棱,丁香皮,公丁香,青皮,干姜,巴豆,油
苍术,米汁浸,厚朴,姜制,陈皮,甘草,草果
草果子仁,乌梅,苏叶,赤苓,厚朴,生姜制,陈皮,甘草,肉桂,人参
狼肉,脚子,草果,胡椒,阿魏,荜茇,砂仁,姜黄,咱夫兰
沉香,半夏,槟榔,陈皮,茯苓,肉豆蔻,甘草,公丁香,人参
沉香,木香,公丁香,藿香叶,人参,甘草,白术,檀香,肉豆蔻,砂仁,桂花,槟榔,陈皮,青皮,白豆蔻,茯苓,川姜,枳实
沉香,干木瓜,人参,诃子,肉桂,半夏,木香,公丁香,槟榔,川芎,乌药,陈皮,当归,白姜,白芷,甘草,桔梗,良姜,远志,白扁豆,砂仁,龙骨,茯苓,附子,藿香叶,莲子,罂粟子,川厚朴,姜制,肉豆蔻
沉香,甘草,檀香,白豆蔻仁,砂仁,木香,麝香半字
沉香,陈皮,青皮,人参,大麦糵,干姜,神曲,茯苓,肉桂,甘草,拣丁香,木香,白豆蔻仁,高良姜,丁香皮,荜茇,砂仁,赤小豆,白术,大椒
人参,白术,川面姜,甘草,木香,公丁香,肉豆蔻,砂仁,沉香
陈粟米,干姜,甘草
木香,乳香,沉香,藿香叶,肉桂,青皮,枳实,吴茱萸,三棱,蓬莪茂,黑牵牛,麝香,陈皮,用巴豆,炒令紫色
楮实子,拣净,鹿茸,其次亦得,净瓦上炙令黄色,大附子,怀牛膝,酒浸,紫巴戟,石斛,拣净,川干姜,肉桂
肉桂,公丁香,青木香,生苍术,生白术,陈皮,制半夏,茯苓,广藿香,花椒,红灵丹
广藿香,半夏,青木香,陈皮,公丁香,肉桂,苍术,白术,茯苓,朱砂,硝石,硼砂,雄黄,金礞石,麝香,冰片
广藿香,半夏,青木香,陈皮,公丁香,肉桂,苍术,白术,茯苓,朱砂,硝石,硼砂,雄黄,金磁石,麝香,冰片
鹿茸,切作片子,苁蓉,切作片子,菟丝子,炒令半干,捣作饼子,牛膝,熟干地黄,真乌药,川五味子,附子,白术,天麻,破故子,葫芦巴,小茴香,干淡木瓜,沉香,木香,公丁香
白扁豆,法夏,蔻米,木香,干姜,附子片,上元桂,小茴香,甘草
半夏,生姜汁作饼,木香,青皮,公丁香,人参,草蔻,槟榔
大黄,附子,细辛
花椒,干姜,人参
花椒,干姜,人参
牡丹,藁本,人参,白术,白芷,白薇,茯苓,当归,赤石脂,白芍,甘草,川芎,没药,元胡,肉桂
甘草,干姜,杏仁,肉桂
干姜,陈皮,将姜,处碾烂,白术,茯苓,甘草
神曲,麦糵,附子,干姜,良姜,吴茱萸,肉桂,陈皮,白术,细辛,桔梗
法曲,大麦糵,吴茱萸,枳实,干姜,细辛,肉桂,桔梗,附子,人参,甘草
吴茱萸,麦芽,肉桂,甘草,桔梗,人参,干姜,附子,细辛,神僸,枳实
熟地,冬白术,当归,人参,甘草,柴胡,麻黄,肉桂,干姜
厚朴,切作片子,同朴煮,水尽为度,不用生姜,干姜,用甘草,半寸截,同煮水尽,不用甘草,小茴香,川附子
莪术,三棱,干姜,青皮,陈皮,木香,公丁香,巴豆,绿小细吴茱萸
当归,干姜,羊肉
当归,干姜,羊肉
肉豆蔻,公丁香
半夏,茯苓,公丁香,白术,川白姜,甘草,白扁豆,蒸熟,橘红,姜汁浸一宿
半夏,茯苓,公丁香,白术,川白姜,甘草,白扁豆,蒸熟,橘红,姜汁浸
人参,公丁香,木香,白豆蔻仁,甘草,陈皮,干姜,姜黄,砂仁,神曲,麦糵,苏叶
公丁香,木香,沉香,藿香叶,茯苓,白豆菠仁,陈皮,白术,人参,半夏
公丁香,甘草,木香,诃子,人参,陈皮
公丁香,柿蒂,人参,干姜
天南星,数块,同半夏先用水浸,每日易水,次用白矾,研碎,调入水内,再浸,半夏,干姜,白术,良姜,茯苓,青皮,公丁香,木香,陈皮
天南星,同半夏先用水浸三日,每日易水,次用白矾,研碎,调人水内,再浸三日,半夏,干姜,白术,良姜,茯苓,公丁香,木香,青皮,陈皮
公丁香,木香,干姜,胡椒,半夏
高良姜,公丁香,丁香皮,干姜,益智仁,砂仁,赤苓,肉桂,甘草,青皮,陈皮,赤小豆
橘子,甘草,干姜,盐
肉豆蔻,面粉,干姜,红糖
肉豆蔻仁,附子,砂仁,木香
公丁香,木香,白豆蔻仁,人参,白术,厚朴,神曲,干姜,半夏曲,陈皮,甘草,藿香叶
肉豆蔻,木香,公丁香,白术,茯苓,甘草,藿香叶
肉豆蔻,甘草,厚朴
草豆蔻仁,杜茴香,大盐,干姜,甘草
杜仲,萆薢,肉桂,白术,甘草,附子
干姜,陈皮,良姜,青皮
良姜,干姜,青皮,陈皮,半夏
干姜,良姜
干姜,良姜
硫黄,肉桂,干姜,朱砂,附子,上
硫黄,肉桂,干姜,朱砂,附子,大者
硫黄,肉桂,干姜,朱砂,附子
破故子,肉豆蔻
砂仁,以朴消水浸,晾干,以麻油焙燥,桂花,甘草
白矾,芎?,干姜,半夏,生姜汁浸透
藿香叶,草蔻,半夏,公丁香,白矾
干姜,肉桂,干姜,藿香,赤小豆,白术,茯苓,陈皮,半夏,诃子皮,甘草,乌梅,麦芽,神曲
茯苓,桂枝,甘草,干姜
人参,酸枣仁,枸杞子,熟地,干姜,白术,生黄耆,当归,山萸肉,故纸,核桃仁,生白芍,肉桂
没食子,肉豆蔻,使君子,拣丁香,芦荟,木香,硇砂,荆三棱,胡连,白矾,黑矾,胆矾
川厚朴,姜制,半夏,草果,附子,陈皮,白姜,甘草
大附子,人参,干姜,甘草,白术
附子,人参,干姜,甘草,白术
附子,党参,白术,干姜,甘草
附子,朱砂,槟榔,公丁香,杏仁
制附子,干姜,粳米,葱白,红糖
炮附子,干姜,粳米
蓍草,重楼,高良姜,枯矾,青木香,肉桂
甘草,白术,干姜,茯苓
甘草,白术,干姜,茯苓
甘草,干姜
甘草,防风,吴茱萸,生地,白芍,当归,细辛,干姜
肉豆蔻,川姜,百草霜,木香,毕澄茄,三棱,巴豆,杏仁,酒蜡,油,公丁香
吴茱萸,小麦,杏仁,干姜,好豉,花椒
白米,干姜,良姜
莲花青皮,木香,陈皮,人参,猪苓,茯苓,神曲,泽泻,干姜,白术,白豆蔻仁,葛花,砂仁
白豆蔻,砂仁,葛花,干姜,神曲,泽泻,白术,陈皮,猪苓,人参,茯苓,木香,青皮
枳壳,青皮,厚朴,干姜,谷芽,当归,茯苓,白术,木香,白豆蔻,橘饼
白术,神曲,川姜,肉桂,花椒,吴茱萸
人参,白术,炒干姜,肉桂,制附子,甘草
肉桂,附片,党参,白术,干姜,甘草
肉桂,粳米,红糖
肉桂,粳米,红糖
陈皮,天冬,肉桂,干姜,胡椒,公丁香
肉桂,当归,厚朴,白术,干姜,甘草
人参,荜茇,白术,干姜,高良姜,砂仁,肉豆蔻,陈皮,桂枝,甘草,公丁香,神曲
高良姜,草蔻,甘草,白术,缩砂肉,厚朴,青皮,诃子,肉桂,干姜,枣肉,味同厚朴一处,煮令干,同杵为团
高良姜,草蔻,甘草,白术,砂仁,厚朴,青皮,诃子,肉桂,干姜,枣肉,二味同厚朴一处,煎令干,同杵为团
桂枝,甘草,白术,人参,干姜
桂枝,干姜,枳实
诃子,厚朴,人参,当归,干姜,茯苓
诃黎勒皮,荜茇,肉桂,胡椒,附子,沉香,木香,人参,草蔻,槟榔
罂粟,陈皮,干姜,诃子
香附,陈皮,肉桂,良姜,青皮,甘草,小茴香,苍术,桔梗
小茴香,花椒,附子,益智仁,梓朴,锉如指面大,慢火煮干,干姜,用甘草,锉半寸长,同煮焙干
厚朴,干姜,净洗,味用水,同煮水尽,去姜,舶上茴香,干姜,甘草,味再用水,同焙干,厚朴一处煮水尽,不用甘草,只将干姜,附子
厚朴,白术,陈皮,甘草,肉桂
厚朴,大枣,丁香皮,甘草,丁香枝杖,盐
厚朴,用生姜,洗刷净,和皮细切,与厚朴同捣如泥,摊熟令,干,肉桂,干麦,花椒,瓷碗盖,时时揭起,拭去碗内汁
人参,白术,厚朴,陈皮,藿香,当归,细辛
厚朴,陈皮,甘草,草蔻,茯苓,木香,干姜
厚朴,陈皮,甘草,草豆蔻仁,茯苓,木香,干姜
赤小豆,肉桂,胡椒,干姜,桔梗,甘草
赤小豆,肉桂,胡椒,干姜,桔梗,甘草
胡椒,葡萄糖粉
木香,肉桂,人参,白术,吴茱萸,厚朴,生姜汁涂,诃梨勒皮,附子,阿魏
黄芪,桂枝,甘草,大枣,白芍,干姜,胶饴
人参,焦干姜
茯苓,白术,山楂,大茴香,吴茱萸,荔枝核,枳实,橘核
附子,干姜,人参,甘草,白术,肉桂,陈皮,五味子,茯苓,半夏
白术,人参,干姜,甘草,小茴香
白芷,肉桂,桔梗,小茴香,甘草
小茴香,川楝子,陈皮,甘草,盐
干姜,附子,肉豆蔻
厚朴,甘草,半夏,藿香叶,陈皮
厚朴,甘草,半夏,姜汁浸,藿香叶,陈皮
藿香叶,茯苓,青皮,细辛,益智仁,砂仁,甘草,陈皮,人参,木香,白芷
藿香叶,木香,肉豆蔻,公丁香,半夏,宿透
杜藿梗,薄川朴,陈皮,白芷,嫩苏梗,半夏,浙苓皮,春砂仁
陈皮,香附,吴茱萸,良姜,石菖蒲
附子,取出肉,公丁香
大附子,每只作,阳起石,伏火灵砂,天雄,同附子入青盐,以水,同煮,令水尽为度,磁石,针者,火煅红,醋淬,14,研细如粉,水飞,鹿茸,麋茸,舶上茴香,破故子,川当归,牛膝,钟乳粉,毕澄茄,夜明砂,肉豆蔻,枸杞子,杜仲,公丁香,菟丝子,酒浸,海狗鞭,沉香,神曲,麝香,安息香,羊髓,肉苁蓉,羊石
北五味子,茯苓,附子,沉香,龙骨,苁蓉,益智仁,柏子仁,破故子,酸枣仁,川楝子,花椒,当归,川巴戟,菟丝子
荜茇,砂仁,陈皮,胡椒,泡辣椒,大鲫鱼,大蒜两头,食盐,酱油,菜油
白术,附子,干姜,茯苓,厚朴
甘草,厚朴,陈皮,苍术
香附,当归,川芎,枳壳,柴胡,白芍,黄芩,陈皮,三棱,莪术,熟地,白芷,元胡,小茴香,白术,青皮,砂仁,肉桂,甘草
麻黄,桂枝,干姜,细辛,半夏,白芍,黄芩,栀子,甘草
厚朴,陈皮,苍术,甘草,茯苓,人参
炮姜炭,党参,白术,制半夏,甘草,枳实,三七,桂枝,牡蛎,猪茯苓
人参,白术,干姜,甘草,半夏,茯苓,橘红,细辛,北五味子
川芎,当归,干姜,肉桂,吴茱萸,砂仁,甘草
肉桂,甘草,白芍,远志
半夏,茯苓,化橘红,甘草,酸枣仁,远志,石菖蒲,党参,枳实,松节
干姜,白术,青皮,陈皮,砂仁,人参,甘草
陈秔米,神曲,麦芽,干姜,陈皮,荆三棱,青皮,小茴香,肉桂,荗,白芷
厚朴,生姜汁制,茯苓,吴茱萸,白术,神曲,小麦蘖,干姜,肉豆蔻,人参,木香
乌头,厚朴,甘草,干姜
厚朴,大枣,干姜
干姜,乌梅,绿茶,红糖
附子,重者,白术,干姜
干姜,良姜,辣桂,木香,半夏曲,甘草
干姜,良姜,辣桂,木香,半夏曲,甘草
韭菜,干姜,牛奶,汤匙
白姜,陈皮,甘草
干姜,红糖
干姜,切作片子,盐,阿魏,醋和为饼,甘草,青皮,砂仁,木香,干姜,肉桂,莪术,当归
干姜,大枣,红糖
干姜,大枣,花椒
沉香,木香,青皮,陈皮,三棱,莪术,枳壳,神曲,大麦糵,槟榔,麝香,阿魏,白面,和作饼子,炙令香熟
花椒,桂枝,良姜,柴胡,小茴香,陈皮,吴茱萸,青皮
花椒,白面
花椒,厚朴,肉豆蔻,诃子,砂仁,公丁香,木香,附子,高良姜,干姜,甘草,萆澄茄,赤石脂,半夏,陈皮,神曲,大麦糵
花椒,厚朴,小茴香,大青盐
花椒,厚朴,干姜,小茴香,茯苓,益智仁
益智仁,台椒,川厚朴,陈皮,白姜,小茴香,大青盐
平胃散,花椒,微炒出汗
人参,白术,甘草,苍术,花椒,木香,茯苓,砂仁,干姜
粟米,半夏,甘草,人参,白术,肉桂,槟榔
青皮,陈皮,高良姜,肉桂,甘草,草果肉,川乌头,诃子
淡豆豉,木香,陈皮,山楂,草果,枳壳,茯苓,姜制厚朴,苍术
陈皮,甘草,小茴香,白术,高良姜,姜黄,白芷
半夏,天南星,枯白矾,枯红矾,鸡冠花,白附子,诃子,附子,积壳,刺猬皮,瓜蒌,胡桃仁
茯苓,山萸肉,五味子,干山药,莲子,鸡头肉,金樱子,巴戟天,破故子,杜仲,牛膝,熟地,石菖蒲,远志,枸杞子,龙骨,楮实子,小茴香,仙茅,肉苁蓉,沉香
小茴香,木香,肉桂,桃仁,三棱,青皮,莱菔子,槟榔,沉香,厚朴
厚朴,生老姜
公丁香,藿香,肉桂,茯苓,甘草,小茴香,干姜,桔梗
荜茇,高良姜,元胡,檀香,细辛,冰片
荜拔,高良姜,元胡,檀香,细辛,冰片
苍术,米泔浸,乌药,香附,三棱,广荗,青皮,陈皮,干姜,良姜,小茴香,神曲,麦芽
木香,青皮,人参,干姜,甘草,茯苓,泽泻,槟榔,陈皮,白术,缩砂仁·猪苓,枳实,草豆蔻仁,神曲,半夏,大麦蘖曲
海螵蛸,刀豆,高良姜,砂仁,白豆蔻,香附,乌药,神曲,丹参,茯苓,白芍,甘草
干姜,人参,白术,甘草,茯苓,猪苓,泽泻,肉桂
人参,白术,干姜,甘草,茯苓,半夏
人参,白术,甘草,干姜,公丁香
人参,白术,茯苓,甘草,半夏,干姜,苏子
人参,甘草,白术,干姜
人参,干姜,甘草,白术
人参,干姜,甘草,白术
人参,干姜,白术,甘草
草果,肉豆蔻,红曲,山楂,苍术,茯苓,泽泻,厚朴,川木通,益智仁,藿香,车前子,干姜
白术,干姜,甘草,黄连
高良姜,香附
高良姜,香附
当归,高良姜,生草乌,公丁香
硫黄,白矾,干姜,茱萸,肉桂,乌头,附子,椒,人参,细辛,皂角,当归
公丁香,木香,肉豆蔻,同入慢火灰中煨令面熟,诃子,使君子仁,芦荟
白术,甘草
鹿胎,鹿茸,党参,琥珀,藏红花,柴胡,白芍,益母草,赤石脂,白蔹,川芎,益智仁,元胡,桂圆肉,薄荷,鳖甲,香附,牡蛎,当归,桃仁,甘草,菊花炭,川楝子,乌梅,鹿角霜,北沙参,沉香,肉桂,东参,黄芪,鸡血藤,蚕茧炭,白全参
羊肉,脚子,肉桂,回回豆子
白术,人参,肉桂,川附子,枸杞子,泽泻,熟地,公丁香,甘草,麝香
木香,人参,附子,甘草,赤苓,草蔻,干姜,神曲,麦芽
木香,诃子,白术,肉桂,芜荑,附子,厚朴,高良姜,肉豆蔻,甘草,干姜
当归,白芍,甘草,肉桂,干姜,大枣
干姜,净洗,顺横纹切作片子,用白盐,掺入生姜中令白,淹一宿,入银石器内,慢火炒,续入上好神曲细末,与姜同炒,公丁香,齐州大半夏,去滑,捣罗为细末,生姜自然汁和作饼子,大草豆蔻,甘草,陈皮,微去白
糯米,山药,胡椒末,白糖
蓬莪茂,鳖甲,赤芍,槟榔,肉桂,枳壳,当归,干姜,三棱,大黄,木香,柴胡
枇杷叶,半夏,前胡,赤苓,草蔻,人参,青皮,大腹皮,白术,厚朴,涂生姜汁
苍术,升麻,附子,地榆,陈皮,厚朴,白术,干姜,茯苓,葛根,甘草,益智仁,人参,当归,神曲,白芍
杏仁,麸炒,小茴香,甘草,良姜,毕澄茄,陈皮,桂花,姜黄,木香,公丁香,盐
荜茇,公丁香,砂仁,胡椒,乌梅,青皮,巴豆,木香,全蝎
黄芪,制附片,白术,薏苡仁,土茯苓,甘草
厚朴,乌梅,半夏,青皮,良姜,草果,甘草
人参,白术,附子,干姜,甘草
防风,天麻,半夏,天南星,干姜,川乌,川芎,甘草
防风,天麻,半夏,天南星,干姜,川乌,川芎,甘草
赤芍,干姜,良姜,甘草
干姜,厚朴,草果,砂仁,神曲,橘红,高良姜,甘草
公丁香,白豆蔻
肉桂,丹皮,黄芪,党参,当归,生地,白芍,苁蓉,附子,木鳖子,荆芥,防风,麻黄,桂枝,柴胡,前胡,升麻,葛根,苏叶,薄荷,川羌,独活白芷,藁本,川芎,细辛
厚朴,公丁香,甘草,附子,砂仁,干姜,肉豆蔻,高良姜
人参,白术,附子,木香,茯苓,橘红,甘草
干姜,蜂蜜
白术,味甘者佳,干姜,肉桂,陈皮
厚朴,姜制,白术,木瓜,木香,草果,槟榔,附子,茯苓,干姜,甘草,干姜,大枣
白术,当归,山药,甘草,酸枣仁,远志,干姜,莲子,人参,急者用
吴茱萸,党参,大枣,干姜,半夏,橘红,甘草
花椒,淡干姜,厚朴,槟榔,陈皮
花椒,白芍,当归,半夏,甘草,肉桂,人参,茯苓,蜜,生姜汁
厚朴,姜制,茯苓,干姜,白术,半夏,附子,甘草
白术,当归,肉桂,甘草
肉豆蔻,山药,与北五味子同炒干燥,厚朴,大青盐,同炒黑色,青盐不见烟为度,大半夏,木猪苓亦作片,水浸同炒燥
附子,干姜,甘草
良姜,砂仁,陈皮,白术,甘草,草果,三棱,苍术
拣丁香,木香,沉香,槟榔,背皮,陈皮,砂仁,蓬莪茂,黑丑,草果,肉豆蔻,轻粉,茯苓,人参,蒜
砂仁,高良姜,天南星
胡椒,全蝎
赤石脂,干姜,粳米
赤石脂,干姜
白术,白芍,茯苓,陈皮,甘草,木香,砂仁,肉桂,麦芽
半夏,草蔻,公丁香,干姜,诃子皮,干姜
党参,白术,茯苓,丹参,香附,良姜,甘草,青黛
太子参,吴茱萸,焦栀仁,枳壳,木香,薤白,香附,神曲,甘草
白术,半夏,生山药,干姜,代赭石,生杭芍,川厚朴,干姜
附子,干姜,甘草,白术
草果,桂枝,干姜,茯苓,蜀漆,厚朴
当归,白术,干姜,公丁香,人参,陈皮,甘草,前胡,藿香
半夏,陈皮,干姜,白术
人参,白术,白扁豆,陈皮,干姜,甘草,当归
高良姜,干姜,白术,肉桂,二十,甘草
党参,白术,干姜,甘草,茯苓,防风,神曲,焦山楂,陈皮,白芍,秦皮
人参,白术,当归,厚朴,黑姜L,茯苓,草蔻
乌附片,白芨,肉桂,干姜,煅瓦楞,广木香,佛手,甘草
雄乌骨鸡,陈皮,良姜,胡椒,草果,醋
吴茱萸,黄酒
吴茱萸,肉豆蔻仁,干姜,甘草,陈皮,厚朴,高良姜,砂仁,神曲,白术
吴茱萸,厚朴,涂生姜汁,川芎,干姜,甘草,附子
吴茱萸,人参,干姜,大枣
吴茱萸,陈皮,附子
吴茱萸,粳米,干姜,葱白
石榴,红花,豆蔻,肉桂,荜茇
五味子,良姜,陈皮,小茴香,甘草,盐,二十
干姜,花椒,吴茱萸,肉桂,人参,细辛,白术,陈皮,茯苓,附子
吴茱萸,黄连
苍术,四十,大枣,二斗,干姜,二十,杏仁,甘草,盐,二十
木香,砂仁,白术,陈皮,茯苓,半夏,香附,枳实,豆蔻,厚朴,广藿香,甘草
神曲,炒乌梅肉,干姜,麦芽
公丁香,砂仁,乌梅,巴豆,油
香附,甘草,陈皮,砂仁,神曲,麦芽
干姜,茯苓,白术,枳实
桂枝,白芍,甘草,干姜,大枣
桂枝,甘草,大枣,白芍,干姜,胶饴
苍术,干姜,甘草,盐
甘松,益智仁,香附,丁香皮,甘草,莪术,砂仁
甘松,八,益智仁,六,香附,丁香皮,甘草,一百二,莪术,砂仁
良姜,白术,甘草,砂仁,赤小豆,胡椒
陈皮,神曲,草果,半夏曲,干姜,海桐皮,木香,茯苓,甘草
吴茱萸,干姜,肉桂,川乌,黄连,半夏,橘红,茯苓,槟榔,厚朴,枳实,石菖蒲,元胡,人参,沉香,琥珀,桔梗,巴霜
干姜,附子,肉桂,厚朴,公丁香,茯苓,肉豆蔻,诃子皮,白术
良姜,苍术,砂仁,小茴香,肉桂,海桐皮,橘红,甘草,青皮,山药
草果,砂仁,槟榔,厚朴,肉豆蔻,川羌,苍术,陈皮,毕澄茄,枳壳,良姜,茯苓,麦芽,小茴香,川芎,甘草
干姜,甘草,檀香,公丁香,海桐皮,胡椒,盐,人参,白芷
人参,山药,白扁豆,甘草,茯苓,干姜
半夏曲,甘草,肉桂,罂粟壳,盖
厚朴,陈皮,乌药,猪苓,泽泻,甘草,干姜,吴茱萸
陈皮,公丁香,诃子,青皮,甘草
白术,干姜,鸡内金,熟枣肉
陈皮,青皮,诃子,甘草,公丁香,干山药
人参,白术,茯苓,陈皮,白芍,苍术,干姜,诃子,肉豆蔻,升麻,甘草
黄芪,升麻,大黄,枳壳,怀牛膝,甘草
肉桂,桂枝,丹皮,柴胡,葛根,益智仁,半夏,当归身,甘草,黄芪,升麻,白芍,干姜
黄芪,肉桂,吴茱萸,丹参,乳没,生蒲黄,三棱,莪术,川芎,乌药
禹余粮石,赤石脂,龙骨,荜茇,诃子,干姜,肉豆蔻,附子
公丁香,檀香,木香,白豆蔻仁,藿香叶,甘草,砂仁
人参,白术,茯苓,甘草,肉豆蔻,白豆蔻,陈皮,沉香,枇杷叶,青皮,公丁香,草蔻,木香,藿香叶,砂仁
罂粟,肉豆蔻,赤石脂,乌鱼骨,甘草,楝丁香,诃子皮,干姜
赤小豆,千姜,陈皮,人参,白术,甘草,茯苓,肉桂,川乌,附子,山药,川芎,乌药,葛根,黄芪
赤小豆,干姜,陈皮,人参,白术,甘草,茯苓,肉桂,川乌,附子,山药,川芎,乌药,葛根,黄蓍
沉香,公丁香,泽兰,吴莱萸,半夏,水银,硫黄
益智仁,半夏,苍术,防风,白术,白芍,茯苓
良姜,乌梅,小茴香,干姜,神曲,小麦芽,茯苓,苍术,甘草
肉桂,元胡,牡蛎,小茴香,砂仁,高良姜,白芍,甘草
五倍子,檀香,木香,沉香,公丁香,甘草,千金子霜,红大戟,山慈菇,神曲,麝香,雄黄,冰片,朱砂
干姜,草蔻,神曲,麦芽,陈皮,甘草
白豆蔻仁,肉豆蔻,公丁香,人参,木香,茯苓,肉桂,白术,藿香叶,砂仁,甘草,橘红,山药
饴糖,白芍,桂枝,干姜,大枣,甘草
黄芪,党参,射干
炒鸡内金,山药,炒茯苓,盐炒车前子,白术,甘草
吴茱萸,党参,干姜,大枣
生胡椒,大枣,杏仁
肉桂,白芍,川楝子,吴茱萸,甘草,麦芽
砂仁,木香,乌药,生甘草,干姜,枳壳,苍术,白芍,白术
肉桂,川芎,当归,小茴香,公丁香,木香,桂枝,生甘草,茯苓,白芍,大腹皮
附子,党参,干姜,苍术,白术,肉桂,川芎,当归,甘草
党参,白术,元胡,干姜,甘草,甘松,谷芽,麦芽
黄芪,当归,元胡,白芍,香附,乌药,肉桂,甘草,白芨,海螵蛸
公丁香,肉桂,木香
藿香,木香,檀香,公丁香,砂仁,白豆蔻,薏苡仁,陈皮,大腹皮,甘草
党参,附子,高良姜,白术,莪术,大黄,甘草
吴茱萸,党参,干姜,大枣,桂枝
白术,干姜,当归,白芍,川芎,党参,杜仲,续断,熟地,甘草
附子,白术,白芍,茯苓,干姜
党参,甘松,香橼,白术,干姜,红豆蔻,甘草
甘松,海螵蛸,卷柏,川楝子,乳香,没药,莪术,干姜,桂枝,白豆蔻,白术,甘草
炒党参,云茯苓,甘草,白术,陈皮,半夏,伏龙肝,干姜
黄连,枳实,干姜,半夏,竹茹,大黄,陈皮,茯苓
吴萸子,公丁香,胡椒
山竹树皮干品,干姜
花椒,鸡蛋
吴茱萸,大枣,干姜,党参
炒砂仁,炒吴茱萸,元胡,甘松,干姜,荜茇,肉桂,白芍,郁金,黄芪,海螵蛸,白术,木香,炒香附,煅瓦楞子
高良姜,香附,吴茱萸,丹参,草蔻,百合,台乌药,川楝子,砂仁,檀香,麦冬,黄精
灶心黄土,阿胶,黄芩,附片,白术,生地,甘草,海螵蛸,白芨
地榆,当归炭,生地炭,白芍炭,阿胶,乌贼骨炭,干姜,炒艾叶,白术,蒲黄,苦参炭
黄芪,白芍,桂枝,白术,木香,半夏,陈皮,茯苓,干姜,吴茱萸,瓦楞子,甘草
吴茱萸,党参,干姜,大枣
法夏,黄芩,干姜,党参,甘草,黄连,大枣
黄芪,桂枝,白芍,丹参,木香,砂仁,失笑散,蒲公英
乌梅,干姜,黄连,花椒,桂枝,党参,白术,五味子,赤石脂,粳米
车前子,滑石,甘草,茯苓,陈皮,白茅根,伏龙肝,白术
白芍,白术,茯苓,葛根,防风,党参,黄连,郁金,干姜,木香,甘草
黄芪,山药,白术,茯苓,白扁豆,炒薏末,陈皮,砂仁,谷芽,麦芽,桔梗,甘草
党参,白术,良姜,香附,吴茱萸,黄连,元胡,煅瓦楞,白茅根,甘草
党参,白术,公丁香,白芍,甘草,干姜,木香
百合,乌药,厚朴,海螵蛸,茯苓,麦芽
海螵蛸,白芍,滑石,川乌,元胡,佛手,檀香,甘草
党参,白术,山药,薏苡仁,干姜,诃子,炒车前子,罂粟,甘草
人参,白芨,白术,白芍,干姜,甘草,桂枝,海螵蛸
