丹参,怀牛膝,夏枯草,丹皮,马兜铃,钩藤,蒺藜,代赭石
羚羊粉,防风,知母,玄参,茯苓,酒黄芩,车前子,夏枯草,五味子
羚羊粉,酒黄芩,青黛,赤芍,丹皮,茜草,小蓟
龙胆草,柴胡,丹皮,焦栀,黄芩,知母,黄连,红花,连翘,赤芍,生地,当归,川芎,香附,青皮
龙胆草,黄芩,栀子,泽泻,川木通,车前子,当归,生地,柴胡,甘草
龙胆草,黄芩,栀子,泽泻,川木通,车前子,当归,生地,柴胡,甘草
龙胆草,栀子,知母,黄连,甘草,柴胡,牛蒡子,天冬,黄芩,麦冬,玄参
龙胆草,当归,金银花,天花粉,连翘,黄芩,丹皮,防风,川木通,知母,甘草
龙胆草,焦栀,柴胡,黄芩,生地,泽泻,当归,川木通,甘草,金银花,连翘,板兰根
龙胆草,焦栀,黄芩,柴胡,生地,车前子,泽泻,川木通,金银花,当归,甘草,赤芍,连翘
龙胆草,柴胡,黄芩,栀子,泽泻,关木通,车前子,当归,地黄,甘草
龙胆草,栀子,胡连,川木通,泽泻,熟军,甘草,车前子,当归,生地,柴胡
当归,龙胆草,大栀子,黄连,黄柏,黄芩,大黄,芦荟,青黛,木香,麝香
五谷虫,芦荟,胡连,黄连,银柴胡,白扁豆,山药,南山楂,蟾蜍,肉豆蔻,槟榔,使君子,神曲,麦芽,鹤虱,芜荑,朱砂,麝香
板蓝根,甘草,茵陈蒿
密蒙花,石决明,滤出,木贼,杜蒺藜,川羌,菊花
黄芩,黄连,半夏,竹茹,龙胆草,枳壳,旋覆花
生地,丹皮,海藻,川贝,柴胡,昆布海带,夏枯草,僵蚕,当归,连翘,栀子
白菊花,木贼,蝉蜕,银柴胡,川羌,生地,女贞子,苍术,白术,防风,赤芍,菟丝子,甘草
柴胡,白芍,当归,栀子,枳实,桔梗,射干,蝉蜕,苏子,半夏,前胡,白芥子,甘草
钩藤,丹参,合欢皮,生珍珠母,夏枯草,酸枣仁,甘草
夏枯草,黄芩,栀子,女贞子,枸杞子,黄精,菊花,茯苓,丹皮
川羌,川芎,淡竹叶,防风,防己,菊花,黑豆,当归,白芍,枸杞子,密蒙花,山栀子,荆芥,薄荷,甘松,白芷,旋覆花,地骨皮
黄连,黄柏,龙胆草,焦栀,甘草,车前草
芒消,大黄,白芍,桔梗,黄芩,防风
夏枯草,龙胆草,益母草,白芍,甘草
霜桑叶,生桑皮,竹茹,清炙草,丹皮,地骨皮,川贝,生粳米,金橘脯,大蜜枣
羚羊粉,犀角,牛黄,黄连,黄芩,川芎,白芷,当归,菊花,大黄,防风,草决明,川羌,生地,滑石地肤子,蝉蜕
石斛,人参,山药,茯苓,甘草,肉苁蓉,枸杞子,菟丝子,地黄,熟地,五味子,天冬,麦冬,杏仁,防风,川芎,枳壳,黄连,牛膝,菊花,蒺藜,青葙子,草决明,水牛角,羚羊粉
生首乌,连翘,丹皮,大青叶,板蓝根,半枝莲,茜草,丹参,柴胡,茵陈蒿,白茅根,甘草
黄连,黄芩,当归,蕤仁
栀子,蒺藜,川羌,芥穗,当归,牛蒡子,甘草
龙胆草,焦栀芩,陈香蒿,天葵子,鲜鱼腥草,青娘子,红娘子,炮甲片,连皮桃仁,地鳖虫,地龙干,车前子
生地,天冬,菊花,枳壳
秦皮,黄柏,草决明,黄连,黄芩,蕤仁,栀子,大枣
夏枯草,瘦猪肉
夏枯草,香附,甘草
玄参,升麻,麦冬,桔梗,丹皮,牛子,甘草,淡竹叶
陈皮,厚朴,苍术,莱菔子,柴胡,甘草,枳壳,草决明,桔梗,青皮,黄连,密蒙花,栀子,黄芩,神曲,家菊花
夏枯草,连翘,蓖麻子
牡蛎,生黄耆,三棱,莪术,血竭,生明乳香,生明没药,龙胆草,玄参,浙贝
夏枯草,蒲公英,金银花,漏芦,山慈菇,雄鼠粪,川贝,连翘,橘叶,白芷,甘菊花,没药,瓜蒌仁,乳香,茜草,甘草,陈皮,紫花地丁
赤芍,黄芩,桑叶,车前子,菊花,丹皮,天花粉,泽泻,金银花,连翘,玄参,蒲公英,薄荷
茵陈蒿,桅子,黄芩,黄柏,山楂,大豆卷,郁金,通草
生珍珠母,钩藤,丹参,夏枯草,茯神,合欢皮
龙胆草,条黄芩,栀子,桑白皮,白茅根,生地,丹皮,麦冬,玄参,草决明,仙鹤草,生甘草
当归,龙胆草,川芎,山栀子仁,大黄,川羌,防风
玄参,甘菊花,防风,羚羊角屑,黄芩,蔓荆子,赤芍,马牙消
生地,麦冬,北沙参,白芨,白芍,黄芩,龙胆草,草决,菊花
党参,茯苓,制大黄,栀子,阿胶,地鳖虫,桃仁,龙胆草,玉米须,炮山甲粉
人参,白术,茯苓,朱砂,钩藤,甘草
野菊花,桑螵蛸,龙胆草,蛇蜕,大黄,枙子,没药,青黛,白芷,苦参,石膏,冰片
夏枯草,白芥子,甘草,海藻,当归,玄参,川贝,牡蛎,陈皮
龙胆草,大黄,川木通,黄芩,生栀子,丹皮,夏枯草,金银花,白花蛇舌草
生地,龙骨,牡蛎,北沙参,当归,山茱萸肉,栀子,麦冬,川楝子,三七粉
龙胆草,焦山栀子,川木通,车前子,黄芩,泽泻,生地,当归,柴胡,生甘草
丹参,赤勺,郁金,茵陈蒿,虎杖,金钱草,皂角刺
蔓荆子,百蒺藜,谷精草,桑叶,菊花,赤芍,密蒙花,蝉蜕,木贼,薄荷,甘草
龙胆草,黄芩,山栀子,泽泻,车前子,甘草,柴胡,当归,生地,川木通
当归尾,赤芍,浙贝,天花粉,金银花,防风,白芷,陈皮,皂角刺,乳没,穿山甲,甘草
龙胆草,栀子,生地,白茅根,川木通,茜草,黄柏,柴胡,甘草
芒硝,山楂,砂仁,硫磺,苍术,陈皮,芒荟,胡连,黄芩,广香,生栀子
龙胆草,黄连,丹皮,细辛,甘草,蒲荷
柴胡,龙胆草,夏枯草,炙鳖甲,地骨皮,风尾草,漏芦,僵蚕,蝉蜕,地龙,干姜,板蓝根
雷公藤,甘草,龙胆草,苦参,菊花,柴胡,黄芩,丹皮,陈皮,枸杞子,生地,赤芍,百芍
蒲公英,防风,川羌,菊花,地肤子,小胡麻,连翘,黄芩,薄荷
蒲公英,金银花,桑白皮,香附,蝉蜕,栀子,赤芍,黄芩,柴胡
柴胡,泽泻,黄芩,虎杖,半枝莲,土茯苓,茵陈蒿,金钱草
川芎,白芍,防风,白芷,天麻,全蝎,地龙,细辛,钩藤,甘草
黄连,栀子,葛根,黄芩,天花粉,麦冬,大黄,生地,丹皮,知母
煅石决明,瓜蒌仁,白芍,当归,桑叶,黄芩,苏叶梗,绿梅花,半夏,"炙
甘草"
龙胆草,柴胡,栀子,黄芩,生地,当是,车前子,泽泻,川木通,甘草
黄芩,黑山栀,川芎,白芷,蔓荆子,白菊花,柴胡,生白芍,夏枯草,钩藤
茵陈蒿,金钱草,柴胡,香附,郁金,川芎,炙鳖甲,鸡内金
柴胡,党参,白术,黄连,茯苓,生米仁,丹参,泽泻,草决明,白芨
酒炒龙胆草,酒炒栀子,酒炒生地黄,炒黄芩,泽泻,川木通,车前子,当归,柴胡,甘草
黄芩,桔梗,甘草,川贝,鱼腥草,薏苡仁,冬瓜子,栀子,蒲公英,防风,白芷,川芎,黄芪,路路通,苍耳子,乌梅
柴胡,黄芩,连翘,天花粉,生米仁,冬瓜子,牛蒡子,生甘草,蒲公英,细生地,山桅,白芍
柴胡,黄芩,郁金,枳壳,川楝子,元胡,佛手,绿萼梅,蒲公英,青陈皮
龙胆草,黄芩,桅子,生地,白芍,柴胡,半夏,甘草,龙骨,牡蛎
龙胆草,甘草,良姜,白芍,蒲公英,香附
李根白皮,葛根,甘草,川芎,白芍,当归,半夏,黄芩,干姜
胡黄莲,钩藤,蝉蜕,通草,谷芽,麦芽,神曲,白芍,僵蚕,苦地胆,鸡眼草
龙胆草,菊花,黄芩,川木通,泽泻,车前子,当归,生地,川芎,赤芍,柴胡
茵陈蒿,桂枝,白术,茯苓,猪苓,泽泻
赤芍,白芍,川芎,蒺藜,菊花,蔓荆子,钩藤,牡蛎,夏枯草,潼木通,薄荷
龙胆草,栀子,黄芩,大黄,生地,泽泻,草决明,青箱子,蒺藜,前仁,柴胡,谷精草
当归,白芍,生地,酸枣仁,茯神,远志,柴胡,薄荷,龙胆草,栀子,连翘,天竺黄
羚羊粉,钩藤,桑叶,菊花,鲜生地,白芍,甘草,川贝,茯神,决明,龙骨,牡蛎
龙胆草,川木通,荆芥,防风,玄参,天麻,钩藤,全蝎,牡蛎,黄芩,蒺藜,菊花,川芎
柴胡,丹皮,元胡,珍珠母,佛手,丹参,降香,黄芩,磁石,栀子,钩藤,香附
石决明,草决明,茅术片,车前子,猪肝
代赭石,牡蛎,川牛膝,川楝子,白术,白芍,太子参,半夏,金钱草,黄芩,广郁金,麦芽
乌梅,白芍,石斛,夏枯草,白扁豆,麦芽,麦芽,谷芽,谷芽,糯稻根,生甘草
龙胆草,栀仁,生地,车前子,白芍,柴胡,泽泻,川木通,当归,黄连,龟板,黄芩,甘草
黄芪,何首乌,山药,山楂,连翘,麦冬,当归,丹皮,黄精,地骨皮,白术,甘草
大黄,石菖蒲,郁金,百合,欢皮,远志,牡蛎
柴胡,黄芩,半夏,苏梗,竹茹,党参,砂仁,甘草,干姜,大枣
夏枯草,黄精,黄芩,栀子,菊花,女贞子,枸杞子,茯苓,丹皮
龙胆草,柴胡,黄芩,栀子,川木通,车前子,当归,熟地
桑白皮,地骨皮,瓜篓皮,丹皮,柴胡,栀子,黄芩,百部,川贝,半夏,黛蛤散,包枇杷叶
龙胆草,黄芩,柴胡,当归,栀子,瓜蒌皮,苦参,泽泻,川木通,车前子,蒲公英
龙胆草,细生地,栀子,黄芩,柴胡,泽泻,茯苓,车前子,生甘草
龙胆草,黄芩,炒山栀,泽泻,川木通,车前子,当归,柴胡,细生地,甘草
海螵蛸,蛤,决明,草决明,凤凰衣,制龙衣,夜明沙,当归,白芍,蒺藜,珍珠草,菊花
羚羊角粉,黛蛤粉,百部,黄芩,桑白皮,天竺子
天麻,桑叶,菊花,蒺藜,白薇,钩藤,决明,橘红,竹沥夏,川浙贝,蒌皮仁,竹茹
木贼,谷精草,夏枯草,生甘草,金银花,野菊花,密蒙花
龙胆草,黄芩,柴胡,生山栀,当归,生地,泽泻,车前子,川木通,甘草
枸杞子,丝瓜络,菊花,山萸肉,泽泻,山药,地黄,丹皮,茯苓,当归,珍珠母,赤芍
白芍,枸杞子,黄芩,桑叶,菊花,牡蛎,竹茹,甘草
玄参,浙贝,醋煅牡蛎
芦根,白茅根,麻黄,杏仁,黛蛤散,黄芩,百部
茵陈蒿,熟军,栀子,姜黄,紫河车,连翘,金钱草,蒲公英,商陆,土茯苓
天麻,钩藤,生石决明,山栀子,黄芩,川牛膝,地龙,桑寄生,益母草,鸡血藤
陈皮,茯苓,白扁豆,防风,川楝子,乌药,藿梗,白芍,车前子,柴胡
川羌,野菊花,千里光,夏枯草,苦参,桑白皮,土茯苓,薄荷,木贼,龙胆草,赤芍,甘草
青黛,生甘草,代赭石,桑白皮,地骨皮,炙枇杷叶,黄芩,连翘,桔梗,川贝,瓜蒌,芦根
柴胡,黄芩,赤芍,蔓荆子,栀子,荆芥,防风,龙胆草,黄连,川木通,甘草
龙胆草,黄苓,川木通,车前子,泽泻,栀子,当归,柴胡,丹皮,生地,夏枯草,甘草
柴胡,白芍,当归,栀子,枳实,桔梗,射干,蝉蜕,苏子,半夏,白芥子,前胡,甘草
龙胆草,川木通,泽泻,柴胡,车前子,当归,生地,栀子,黄芩,甘草
青黛,焦栀,黄芩,丹皮,瓜壳,青蒿
龙胆草,栀子,车前草,生地,大黄,诃子,青黛,瓜蒌,川木通,泽泻,当归,柴胡,海浮石,甘草
黄芩,黄连,熟地,川芎,当归,赤勺,女贞子,旱连草,桑叶,菊花
龙胆草,栀子,茵陈蒿,川木通,旱莲草,女贞子,牛膝,滑石,甘草
龙胆草,黄芩,山栀子,川木通,车前子,泽泻,柴胡,白术,当归,生地,菊花,甘草
板蓝根,当归,川芎,川羌,甘草
龙胆草,栀子,黄芩,大黄,生地,泽泻,草决明,谷精草,蒺藜,前仁,柴胡
龙胆草,泽泻,栀子,黄芩,柴胡,生地,车前子,川木通,当归,白芍
柴胡,山栀子,板蓝根,茯苓,土茯苓,白花蛇舌草,白芍,当归,丹皮,龙胆草,续断,菟丝子
龙胆草,栀子,黄芩,泽泻,车前子,川木通,生地,当归,柴胡,甘草
柴胡,黄芩,川芎,白芷,赤白芍,薄荷,全蝎,僵蚕,牛膝,细辛,生甘草
金钱草,夏枯草,龙胆草
柴胡,黄芩,半夏,青皮,枳壳,龙胆草,蔓荆子,栀子,泽泻,葛根
熟地,山药,枸杞子,山萸肉,蒺藜,谷精草,茯苓,川木通,女贞子,丹皮,生地,菊花,决明,草决明,木贼
龙胆草,焦山栀,泽泻,川木通,车前子,当归,炒黄芩,柴胡,生甘草,生地
夏枯草,牡蛎,玄参,白芍,生地,麦冬,浙贝,甘草
龙胆草,黄芩,木栀子,泽泻,车前子,川木通,当归,柴胡,甘草,生地
车前子,牛蒡子,女贞子,青葙子
柴胡,黄芩,山桅,太子参,白芍,浙贝,橘核,夏枯草,海藻,昆布,麦芽
柴胡,黄芩,赤勺,蔓荆子,栀子,川木通,荆芥,防风,龙胆草,甘草
龙胆草,柴胡,生甘草,生地,黄芩,泽泻,车前子,焦栀,水牛角,紫草
桑叶,白菊花,防风,白芷,车前子,泽泻,白术,丹皮,栀子,钩藤,代赭石,丹参,路路通,甘草
龙胆草,黄芩,栀子,川木通,当归,生地,柴胡,猪苓,泽泻,鸡血藤,丹参
龙胆草,黄芩,夏枯草,生栀子,丹皮,大黄,川木通,白花蛇舌草,金银花
龙胆草,栀子,生地,柴胡,枳壳,赤芍,车前子,当归,土茯苓,刺力,黄芪
龙胆草,栀子,大黄,车前子,土茯苓,柴胡,枳壳,赤芍,生地,麦冬,车前子,刺力
栀子,柴胡,赤芍,丹参,生地,龙胆草,车前子,藿香,大黄,枳壳
栀子,柴胡,赤芍,丹参,生地,龙胆草,车前子,土茯苓,大黄,刺力,麦冬,藿香
栀子,柴胡,赤芍,丹参,生地,龙胆草,车前子,土茯苓,刺力,藿香,苦参,红藤
栀子,柴胡,赤芍,丹参,生地,龙胆草,车前子,土茯苓,大黄,刺力,麦冬,五味子
半夏,黄连,黄芩,干姜,党参,吴茱萸,木香,白芍,枳壳,蛤壳,白芨
半夏,黄连,黄芩,干姜,元胡,白芍,木香,白芨,藿香,泡参,甘草
半夏,黄连,黄芩,干姜,元胡,白芍,木香,砂仁,白芨,丹参,檀香,甘草
龙胆草,栀子,黄芩,柴胡,车前子,泽泻,生地,当归,白芍,龙骨,丹参,甘草
栀子,黄芩,黄柏,柴胡,车前子,泽泻,生地,白芍,丹参,茵陈蒿,薏苡仁,藿香,苦地丁,甘草
栀子,茵陈蒿,丹皮,生地,白芍,枳壳,川楝子,郁金,元胡,柴胡,刺力,防风,蜈蚣
栀子,茵陈蒿,丹皮,生地,白芍,枳壳,川楝子,郁金,元胡,柴胡,刺力,防风,蜈蚣,连翘,板兰根
龙胆草,茵陈蒿,丹皮,生地,白芍,川楝子,郁金,元胡,柴胡,刺力,防风,连翘,板兰根,荆芥,大黄
龙胆草,茵陈蒿,丹皮,生地,白芍,川楝子,郁金,元胡,柴胡,刺力,连翘,板兰根,玄参,荆芥,旱莲草
龙胆草,茵陈蒿,藿香,石菖蒲,薏苡仁,柴胡,刺力,薄荷,连翘,土茯苓,大黄
龙胆草,茵陈蒿,藿香,石菖蒲,薏苡仁,柴胡,草蔻,半夏,连翘,重楼,地肤子,车前子,大黄
龙胆草,栀子,茵陈蒿,柴胡,川木通,车前子,生地,生白芍,川芎,枳壳,刺力,薄荷,甘草
半夏,黄连,黄芩,党参,吴茱萸,木香,白芍,枳壳,葛根,柴胡,甘草
栀子,黄柏,柴胡,刺力,车前子,生地,白芍,丹参,茵陈蒿,薏苡仁,藿香,败酱草,菊花
龙胆草,栀子,茵陈蒿,柴胡,车前子,生地,生白芍,川芎,枳壳,刺力,薄荷,白术,薏苡仁,大黄,甘草
龙胆草,黄芩,栀子,柴胡,车前子,川木通,生地,白芍,大黄,乌梅,麦冬,石膏,苦参,甘草
龙胆草,栀子,黄芩,柴胡,川木通,车前子,泽泻,生地,当归,茵陈蒿,牡蛎,藿香
龙胆草,栀子,芩,川木通,车前子,生地,当归,草,夏枯草
桑叶,白芍,牡蛎,夏枯草,生栀子,钩藤,槟榔,丹参,五味子,麦冬,北沙参,麦芽,甘草
半夏,黄连,黄芩,吴茱萸,党参,元胡,陈皮,木香,柴胡,白芍,枳壳,甘草
北沙参,五味子,麦冬,白芍,生地,牡蛎,栀子,黄连,远志,刺力,甘草
桑叶,菊花,杏仁,川芎,荆芥,蝉蜕,蔓京,芦根,前胡,牡蛎,栀子,泡参
黄连,吴茱萸,半夏,茯苓,陈皮,枳壳,竹茹,柴胡,龙胆草,丹参,甘草
当归,生地,白芍,川芎,丹皮,水牛角,蝉蜕,荆芥,全蝎,菊花,桑叶
龙胆草,栀子,黄芩,柴胡,川木通,车前子,泽泻,生地,当归,白芍,牡蛎
桑叶,菊花,白芍,栀子,车前子,刺力,丹皮,生地,薄荷,五味子,地骨皮
龙胆草,栀子,黄芩,柴胡,车前子,泽泻,生地,白芍,龙骨,丹参,五味子,半夏,甘草
金银花,连翘,荆芥,薄荷,重楼,郁金,板兰根,野菊花,露蜂房,生地,柴胡,玄参,甘草
龙胆草,栀子,车前子,柴胡,生地,白芍,石膏,枳壳,丹皮,山药,麦芽,鸡内金,明参
白芍,生地,栀子,丹参,茵陈蒿,菊花,桑叶,竹茹,薏苡仁,甘草
白芍,柴胡,枳壳,茯苓,白术,薄荷,栀子,丹皮,木香,明参,桑叶,甘草
茵陈蒿,栀子,大黄,柴胡,枳壳,白芍,白豆蔻,藿香,香附,苍术,半夏,泽泻,金钱草,党参
白芍,当归,川芎,生地,柴胡,酸枣仁,牡蛎,黄连,竹茹,砂仁,木香,半夏,甘草
龙胆草,栀子,草决明,柴胡,白芍,生地,桃仁,枳壳,牡蛎,槟榔,甘草
牡蛎,芒硝,黄芪
白芍,当归,生地,柴胡,酸枣仁,牡蛎,川楝子,元胡,黄连,竹茹,木香,半夏,甘草
龙胆草,栀子,草决明,白芍,生地,桃仁,枳壳,牡蛎,槟榔,大黄,当归,明参,甘草
茵陈蒿,栀子,大黄,柴胡,枳壳,白芍,香附,半夏,金钱草,龙胆草,大腹皮,白豆蔻,甘草
茵陈蒿,栀子,大黄,柴胡,黄芩,枳壳,白芍,香附,半夏,金钱草,白豆蔻,丹参,甘草
天麻,石决明,栀子,竹茹,钩藤,川牛膝,赤芍,生地,川芎,元胡,郁金,僵蚕,蝉蜕,薄荷,甘草
龙骨,车前子
茵陈蒿,栀子,半夏,金钱草,柴胡,炒香附,枳壳,白芍,生地,郁金,丹参,党参
龙胆草,栀子,黄芩,车前草,泽泻,生地,当归,柴胡,甘草,牡蛎,白芍,杏仁
天麻,石决明,钩藤,川牛膝,白芍,赤芍,生地,川芎,元胡,郁金,蝉蜕,薄荷,地龙,蜈蚣,枸杞子,甘草
龙胆草,栀子,柴胡,黄芩,川木通,车前草,生地,当归,钩藤,草决明,牡蛎
黄柏,黄芩,栀子,柴胡,生地,五味子,麦冬,赤芍,丹参,丹皮,牡蛎
栀子,黄芩,柴胡,川木通,薏苡仁,生地,川芎,川羌,防风,石菖蒲,远志,半夏,薄荷,甘草
龙胆草,栀子,柴胡,川木通,金钱草,生地,当归,白芍,川芎,夏枯草,薄荷,甘草
龙胆草,栀子,柴胡,金钱草,生地,白芍,川芎,苍术,独活,枳壳,槟榔,陈皮,薄荷
桑叶,菊花,钩藤,竹茹,葛根,白芷,川羌,川芎,丹皮,赤芍,生地,地骨皮,甘草
生地,北沙参,麦冬,栀子,黄芩,桑叶,菊花,白芍,当归,牡蛎,五味子,甘草
桑叶,菊花,钩藤,栀子,黄芩,牛膝,玄参,麦冬,白芍,石决明,五味子
桑叶,菊花,钩藤,栀子,夏枯草,龙骨,牡蛎,白芍,牛膝,地龙,秦艽,桑枝,三七
桑叶,菊花,栀子,半夏,黄芩,柴胡,白芍,陈皮,北沙参,麦冬,乌梅,甘草
桑叶,菊花,薄荷,蝉蜕,钩藤,僵蚕,地龙,石膏,白芍,伸筋草,白附子,刺力
龙胆草,栀子,黄芩,柴胡,川木通,生地,白芍,丹皮,板兰根,菊花,谷精草,当归
当归,白芷,柴胡,龙胆草
龙胆草,栀子,黄芩,柴胡,川木通,车前子,泽泻,生地,当归,郁金,龙骨,甘草
桑叶,菊花,连翘,杏仁,瓜萎,桑白皮,竹叶,知母,石膏,生地,丹皮,刺力
当归,丹皮,车前子,五灵脂
量,菊花,瓜萎,知母,石膏,丹皮,刺力,紫草
龙胆草,栀子,黄芩,柴胡,川木通,车前子,生地,当归,丹皮,赤芍,知母,滑石,生甘草
龙胆草,栀子,黄芩,柴胡,川木通,车前子,生地,白芍,草决明,鱼腥草,苍术,黄柏
桑叶,菊花,钩藤,夏枯草,生地,赤芍,丹皮,地骨皮,草决明,龙胆草,牡蛎
龙胆草,薄荷
桑叶,桑枝
桑叶,栀子,丹皮,地骨皮,生地,白芍,赤芍,枳壳,川楝子,青皮,合欢皮,刺力
生地,赤芍,丹皮,丹参,紫草,郁金,钩藤,白茅根,地骨皮,桑叶,草决明,牡蛎
白芍,生地,丹皮,麦冬,五味子,牡蛎,桑叶,菊花,栀子,桔梗,通草,连翘,甘草
桑叶,菊花,薄荷,桔梗,杏仁,连翘,荆芥,黄芩,柴胡,鱼腥草,半夏,甘草
金银花,菊花,杏仁,前胡,瓜蒌,芦根,薄荷,桔梗,钩藤,白芍,桑白皮,葛根
菊花,薄荷,桑白皮,麦冬,生地,白芍,丹皮,地骨皮,夏枯草,钩藤,牡蛎
龙胆草,栀子,柴胡,川木通,车前子,白芍,茯苓,白术,白芷,川芎,防风,炙草.
桑叶,菊花,草决明,车前子,丹皮,地骨皮,白芍,生地,丹参,刺力
柴胡,黄芩,半夏,太子参,丹参,茵陈蒿,虎杖,白芍,枳壳,茯苓,陈皮
酸枣仁,茵陈蒿
龙胆草,当归,生地,泽泻,柴胡,黄芩,黄柏,赤芍,薏苡仁,土茯苓,蒲公英,甘草
桑叶,菊花,钩藤,栀子,竹茹,生地,白芍,牡蛎,丹皮,夏枯草
桑叶,菊花,薄荷,黄芩,栀子,夏枯草,白芷,白鲜皮,桑白皮,石菖蒲
龙胆草,栀子,黄芩,柴胡,川木通,车前子,泽泻,生地,赤芍,丹参,夏枯草
桑叶,生地,钩藤,菊花,茯神,白芍,竹茹,牛膝,酸枣仁,大黄,麦冬,杏仁,川贝
吴茱萸,黄连,黄芩,半夏,藿香,陈皮,木香,枳壳,白芨,白术
黄连,竹茹,枳壳,半夏,茯苓,陈皮,甘草,黄芩,党参,麦冬,防风,白术,砂仁
