牛黄,水牛角,麝香,珍珠,朱砂,雄黄,黄连,黄芩,栀子,郁金,冰片
萆薢,茯苓,苇,甘草,滑石,石菖蒲,黄柏,知母,乌药,桂枝
陈皮,半夏,茯苓,甘草,竹茹,枳实,黄芩,黄连
太子参,甘草,茯苓,麦冬,白术,陈皮,五味子,石菖蒲,天竺黄,胆南星,川芎,细辛
大黄,石菖蒲,郁金,百合,欢皮,远志,牡蛎
犀角,金银花,生地,板蓝根,丹皮,白芍,大青叶,石菖蒲,紫草,甘草,兰花竹叶,大黄
生地,黄精,白茅根,黄芩,薄荷,皂角刺,苍耳子,桔梗,鱼腥草,玄参,当归
金银花,苍耳子,大蓟,辛夷花,菊花,黄芩,白芷,甘草
辛夷花,苍耳子,白芷,丝瓜藤,黑矾,薄荷
白芷,辛夷花,苍耳子,川贝,桑叶,冰片,麝香
龙胆草,鱼腥草,黄芩,夏枯草,菊花,白芷,苍耳子,桔梗,车前子,藿香,薏苡仁
生黄芪,白扁豆,石菖蒲,白术,茯苓,藿香,葛根,川芎,鸡血藤,红花,鱼腥草,薏苡仁
苍耳子,辛夷花,白芷,细辛,黄芩,薄荷,川贝,淡豆豉
黄芪,丹参,党参,益智仁,石菖蒲,枸杞子,何首乌,远志,赤芍,川芎
石菖蒲,佛手,半夏,苏梗,陈皮,厚朴,远志,枳壳,威灵仙
生黄芪,白花蛇舌草,玄参,皂角刺,白芷,金银花,蒲公英,紫花地丁,当归,穿山甲,川芎,牛蒡子,辛夷花
党参,白术,茯苓,玉米,巴戟天,干地龙,露蜂房,钩藤,辛夷花
磁石,龙胆草,石菖蒲,枸杞子,狗脊,志子,泽泻
石膏,大黄,玄明粉,金钱花,板蓝根,重楼,石菖蒲,竹沥半夏,竹叶,全蝎,钩藤
辛夷花,儿茶,乳香,冰片
辛夷花,薄荷,黄芩,荆芥,竹叶,柴胡,金银花,白芷,连翘,鱼腥草,蒲公英
柴胡,细辛,白芷,熟地,白芍,当归
辛夷花,鱼腥草,细辛,白芨,苍耳子,桔梗,川芎,丹参,甘草
川芎,红花,赤勺,辛夷花,防风,白芷,桔梗,酒黄柏,酒知母,金银花,连翘,蒲公英,乳香,没药,薄荷,甘草
当归,川芎,丹参,黄连,蜇虫,泽兰叶,薄荷,半夏,柴胡,细辛
巴戟天,肉桂,熟地,党参,炙黄芪,茯苓,白术,半夏,通草,香附
桃仁,赤勺,柴胡,香附,半夏,青皮,苏子,全蝎,石菖蒲,川芎,当归,瓜蒌
天竺黄,人工牛黄,麝香,冰片,石菖蒲,远志,天南星,决明,天麻,钩藤
谷精草,决明,草决明,木贼,钩藤,栀子,白芷,蔓荆子,菊花,甘草,桑叶
辛夷花,芥穗,薄荷,白芷,川芎l,柴胡,桔梗l,枳壳,黄芩l,瓜蒌,细辛,龙胆草
川芎,赤白芍,郁金,僵蚕,磁石,甘草
苍耳子,辛荑,白芷,薄荷,板蓝根,大青叶,金银花,麻黄,藿香,荆芥,赤芍
炒苍耳子,覆香,白芷,辛夷花,荆芥,麻黄,桔梗,丹皮,石膏,连翘,玄参,桑白皮,甘草
辛夷花,苍耳子,白芷,薄荷,荆芥
川芎,鸡血藤,当归,川羌,僵蚕,石菖蒲,蝉蜕,细辛,白芷,白芍,丹参
金银花,蒲公英,薄荷,辛夷花,白芷,连翘,荆芥,防风,藿香,细辛,甘草
辛夷花,蝉蜕,菊花,黄芪,苍耳子,白术,黄芩,白芷,桔梗,防风,薄荷,甘草
栝萎,薤白,半夏,陈皮,香附,枳壳,大枣,甘草
金银花,黄芩,天花粉,重楼,浙贝,苍耳子,辛夷花,桔梗,白芷,甘草
黄芪,太子参,白术,防风,鱼脑石,柴胡,辛夷花,鹅不食草,五味子,细辛
石膏,蒲公英,鱼腥草,败酱草,知母,薏苡仁,红藤,辛夷花,山药,龙胆草,白芍,白芷,细辛
桂枝,桃仁,茯苓,丹皮,赤芍,车前子,扁蓄,附片,肉桂
芦根,鱼腥草,薏苡仁,桃仁,冬瓜子,桔梗,辛夷花,苍耳子,黄芩
人参,半夏,胆南星,陈皮,枳实,石菖蒲,竹茹,甘草,干姜,大枣
生黄芪,附子,防风,辛夷花,苍耳子,龙骨,牡蛎,夏枯草,白芷,甘草
辛夷花,当归,柴胡,栀子,玄参,浙贝
川芎,白芷,北辛,小胡麻,防风,蚕沙,藁本,菊花,薄荷脑
郁金,白矾
苍耳子,辛夷花,荆芥,黄芩,桔梗,薄荷,白芷,甘草
柴胡,木香,香附,天竺黄,茯苓,陈皮,胆兰星,法夏,石菖蒲,远志
茯苓,陈皮,法夏,竹茹,甘草,枳壳,石菖蒲,黄芩,欢皮
全蝎,蜈蚣,僵蚕,川芎,牛膝,生地,白芍,白术,川乌,白芷,天麻,制半夏,细辛,钩藤,决明
石菖蒲,远志,人参,桔梗,牛膝,肉桂,附子,茯苓
桃仁,红花,当归,赤勺,川芎,生地,柴胡,琥珀末,石菖蒲,甘草
朱贝,礞石,大黄,黄芩,沉香,石菖蒲,胆南星,朱砂,远志
麝香,桃仁,红花,大枣,大葱,段生姜,水蛭粉,石菖蒲,大黄,[方源]古方化裁
党参,茯苓,白术,白扁豆,山药,莲子,薏苡仁,桔梗,砂仁,石菖蒲,细辛,辛荑花,甘草
郁金,白矾,钩藤,僵蚕,栀子,胆南星,半夏,蜈蚣,代赭石,地龙,磁石,天竺黄,朱砂,皂角,广角,硼砂,壁虎
辛夷花,白芷,苍耳子,鱼脑石,细辛,鹅不食草,冰片,薄荷
鹅不食草,辛夷花,黄芪,冰片,麝香
半夏,白术,天麻,茯苓,陈皮,钩藤,干姜,石菖蒲
生黄芪,白术,防风,蝉蜕,白芷,甘草
辛夷花,鱼腥草,鹅不食草,白芷,防风,黄芪,甘油,氯化钠
当归,川芎,白芷,白芥子,丹参,鸡血藤,蔓荆子,酸枣仁,甘草
石菖蒲,胡椒,丹参,僵蚕
生黄芪,当归,白芍,巴戟天,白糖参,茯苓,白术,山萸肉,桑螵蛸,砂仁,破故子,山药,芡实,柴胡,远志,熟地
麝香,桃仁,红花,赤勺,地龙,牛膝,黄芪,破故子,茯苓,川木通
柴胡,白芷,薄荷,川芎,苍耳子,细辛,苏叶,石菖蒲,姜皮,甘草
细辛,石菖蒲,苍耳子,白芷,薄荷,辛夷花,藿香,露蜂房,菊花
黄芪,紫花地丁,辛夷花,黄芩,甘草,白芷,蔓荆子,苍耳子,野菊花,皂角刺,路路通,党参,当归
石膏,粳米,金银花,鱼腥草,败酱草,黄苓,知母,枳实,陈皮,葛根,丹参,辛夷花,苍耳子,白芷,甘草
生黄芪,白术,防风,柴胡,苍耳子,五味子,防己,黄芩,乌梅,生甘草,麻黄
川芎,防风,白莲,芜芩,菊花,幸夷,苍耳子,金银花,薄荷,甘草
党参,当归,黄芪,丹参,辛夷花,桃仁,防风,白术,红花,川芎
杏仁,竹叶,半夏,白豆蔻,厚朴,通草,滑石,薏苡仁
丹参,川芎,血竭,土元,赤芍,泽泻,前仁,三七,白茅根,仙鹤草,麝香,半夏,石菖蒲,香附,当归
半夏,厚朴,茯苓,干姜,大枣,紫苏,白芍,柴胡,枳壳,甘草,僵蚕,防风,石菖蒲,远志
半夏,厚朴,茯苓,干姜,大枣,紫苏,白芍,柴胡,枳壳,甘草,石菖蒲,远志,川芎,天麻
半夏,厚朴,茯苓,干姜,紫苏,白芍,柴胡,枳壳,白芷,石菖蒲,檀香,天麻,甘草
半夏,厚朴,茯苓,干姜,紫苏,白芍,柴胡,枳壳,白芷,石菖蒲,檀香,川羌,白芥子,天南星,甘草
半夏,厚朴,茯苓,干姜,紫苏,白芍,柴胡,枳壳,白芷,石菖蒲,檀香,川羌,远志,甘草
半夏,茯苓,陈皮,紫苏,黄连,黄芩,竹茹,白芍,柴胡,枳壳,僵蚕,石菖蒲,天竺黄,甘草
麻黄,苏叶,杏仁,细辛,辛荑,厚朴,半夏,干姜,大枣,桂枝,陈皮,前胡,甘草
麻黄,苏叶,杏仁,细辛,厚朴,半夏,紫菀,干姜,大枣,陈皮,前胡,甘草
麻黄,苏叶,杏仁,细辛,苍耳子,川芎,荆芥,半夏,紫菀,干姜,大枣,陈皮,甘草
紫苏,白芷,细辛,川芎,陈皮,杏仁,半夏,辛荑,桔梗,甘草
桂枝,紫苏,白芷,细辛,川芎,陈皮,杏仁,半夏,辛荑,桔梗,甘草
川羌,防风,苍术,白芷,细辛,川芎,黄芩,桔梗,辛荑,陈皮,藿香,甘草
金银花,连翘,桔梗,杏仁,野菊花,川芎,黄芩,辛夷花,芦根,薄荷,甘草
通草,茯芩,石菖蒲,郁金
苍术,前胡,白芷,桔梗
酸枣仁,川芎,知母,白芍,赤芍,丹参,生地,郁金,合欢皮,龙骨,琥珀,甘草
金银花,连翘,荆芥,川芎,鱼腥草,野菊花,辛荑,藿香,黄芩,桑白皮,白芷,甘草
