黄鳝,鸡内金
地黄,白术,败龟版,黄柏,知母,当归,地黄,茱萸,芍药,茯苓,人参,绵黄耆,山药,陈皮,五味子,枸杞,破故纸,菟丝子,杜仲,牛膝,苁蓉,虎胫骨
磁石,硇砂
何首乌,牛膝
生地,枣仁,当归,海桐皮,羌活,萆薢,地骨皮,牛膝,桂枝,甘草
牛膝,乳香,没药,木瓜,天麻,肉苁蓉,黑附子,虎胫骨
黑附子,木瓜,牛膝,白术,薏仁,羌活,杜仲,续断,萆薢,防风,五加皮,地黄
黑附子,川芎,木瓜,牛膝,羌活
覆盆子,远志,杜仲,柏子仁,枸杞,地肤子,胡桃仁
人参,茯苓,远志,牛膝,杜仲,黄耆,菖蒲,当归,苍术,菊花,地骨皮,天麻,半夏,地黄,地黄,益智,萆薢,羌活
菟丝子,淫羊藿,续断,锁阳,狗脊,枣仁,何首乌,甘草,陈皮,鹿角胶,地黄,龟甲胶,金樱子,黄芪,山药,覆盆子
骨碎补10.2%,防己10.2%,地黄21.7%,黑豆13.5%,金樱子13.5%
菊花,枸杞,地黄,山药
枸杞
枸杞,地黄,人参,茯神,黑附子,覆盆子,五味子,薯蓣,菟丝子,肉苁蓉,石斛,茱萸,桂心
黄雌鸡,杏仁,地黄,粳米
熟地,生地,当归,萆薢,羌活,独活,牛膝,秦艽,苍术,块广皮,川断,麦冬,枸杞,川桂皮,茴香,乌药,丹皮,木瓜,五加皮
蒲公英,解盐,香附
虎胫骨,败龟板,苍术,黄柏,防己,归梢,牛膝
虎胫骨,糯米,曲
虎骨,萆薢,淫羊藿,薏仁,牛膝,熟地,当归,羌活,乌药,五加皮,苍术,防风,青皮,独活,丹皮,川芎,白芷,木瓜,白芍,紫草,枸杞,红花,破故纸,川乌,草乌,陈皮,萎蕤,红糖,红曲,蜂蜜,乳香,没药,油松节,官桂面,木香面,丁香,檀香面,紫豆蔻面,佛手面,砂仁面,蕲蛇,人参面,鹿茸面,麝香,杜仲,续断
虎骨,当归,天雄,黑附子,肉苁蓉,牛膝,萆薢,肉桂,枣仁,茯神,绵黄耆,远志,石斛
虎胫骨,萆薢,牛膝,仙灵脾,薏仁,地黄
虎骨,薏仁,当归,五加皮,青皮,川芎,白芍,红花,草乌,红糖,萆薢,牛膝,羌活,苍术,独活,白芷,紫草,陈皮,破故纸,红曲,淫羊蕾,熟地,乌药,防风,丹皮,木瓜,枸杞,川乌,萎蕤,蜂蜜,乳香,官桂面,檀香面,砂仁面,鹿茸面,续断,没药,木香面,紫豆蔻面,蕲蛇,麝香,油松节,丁香,佛手面,人参面,杜仲
石斛,石楠叶,防风,虎胫骨,当归,茵芋叶,杜仲,牛膝,芎?,狗脊,续断,川巴戟
威灵仙,川乌,陈皮,防风,川楝,萆薢,乌药,川椒,赤小豆,茴香,地龙
茴香,川乌,川楝,陈皮,萆薢,地龙,旋覆花,川椒
海桐皮,楝实,木香,石斛,茴香,牛膝,槟榔,芎藭
海参,当归,巴戟肉,牛膝,破故纸,龟版,鹿角胶,枸杞,羊肾,杜仲,菟丝子,胡桃肉,猪脊髓
狗脊,苍术,香附,陈皮,没药,一十,威灵仙,草乌
狗脊,苍术,香附,陈皮,没药,威灵仙,草乌
川乌,草乌,木鳖子,斑蝥,乌蛇,白花蛇,好墨,白胶香,当归,五灵脂
何首乌,牛膝,天南星,菖蒲
何首乌,牛膝
何首乌,牛膝
何首乌,菖蒲,牛膝,天南星
何首乌,芍药,牛膝,地黄
牛膝,枣仁,何首乌,黑豆
鸡血藤
川椒,胡芦巴,巴戟天,地龙,苍术,乌药,川乌,羌活,茴香,赤小豆,马蔺子,金铃子,石斛,青盐
金刚莲,五加皮,马钱子霜,三七,见血清,捆仙绳,18厘米
槟榔,黄连,青皮,陈皮,木香,沉香,巴戟,当归,广荗,枳壳,香附,甘草,大黄,黄柏,牵牛头末
菊花,地黄,枸杞
地黄,赤芍,当归,石南藤,白芷,骨碎补,五灵脂,肉桂,山桂皮,荆芥,桔梗,川乌,草乌,雄黑豆
五灵脂,延胡索,破故纸,茴香,庵,草,橘核,黑牵牛,棠球子,川楝
川椒,巴戟,茴香,川楝,山药
川椒,牛膝,地黄,黑附子,石斛,桂心,肉苁蓉,巴戟,菟丝子,木香,茱萸,鹿茸,丹参,磁石
川乌,白芷,牛膝,当归,黄丹,贝母,磈润,白蔹,白及,没药,乳香,杏仁,沥青,香油半盏,白胶香
黄榔刺树根,小雄鸡,糯米饭1盏
骨碎补,续断,马钱子,白及,硼砂,草乌,川乌,牛膝,苏木,杜仲,伸筋草,透骨草,羌活,独活,麻黄,五加皮,皂角核,红花,泽兰叶,虎骨
萆薢,杜仲,肉苁蓉,巴戟天,天麻,僵蚕,全蝎,木瓜,乌贼骨,菟丝子,精制马钱子
苁蓉,牛膝,天麻,木瓜干,鹿茸,地黄,菟丝子,五味子
拣参,嫩鹿茸,肉苁蓉,枸杞,茱萸,山药,五味子,菖蒲,嫩黄耆,川巴戟,黄柏,知母,柏子仁,地黄,菟丝子,天门冬,当归,麦门冬,远志,茴香,茯神,地黄,杜仲,牛膝
仙茅,苍术,茯苓,车前子,茴香,枸杞,地黄,地黄,柏子仁
人参,生黄耆,故纸,枸杞,生白芍,龟版,牛膝,熟地,独活,黑附子,秦艽,木瓜,黄柏,知母,当归,枣仁,菖蒲,制虎骨,菟丝子,茯苓,防风,锁阳,续断,杜仲炭,羌活,远志
黄柏,知母,地黄,当归,白芍,牛膝,豹骨,龟甲,陈皮,干姜,锁阳,羊肉
知母,人参,茯苓,川椒,栝楼,防风,白术,泽泻,干姜,黑附子,桂心,细辛
鹿茸,肉苁蓉,远志,续断,蛇床子,巴戟,茴香,车前子
丹参
地黄,肉苁蓉,狗脊,女贞子,淫羊藿,鸡血藤,莱菔,骨碎补,牛膝
苍术,川柏皮
地龙,虎前脚骨,续断,萆薢,乳香,穿山甲,没药,茴香,狗脊,当归,砂仁,鹿茸,杜仲,青盐,菟丝
鹿角,牛膝
肉苁蓉,牛膝,木瓜,天麻,鹿茸,虎胫骨,黑附子,杜仲,五味子,当归
牛膝,鹿茸,五味子,石斛,菟丝子,棘刺,杜仲,川巴戟,山药,阳起石,黑附子,沉香,川楝,磁石,官桂,泽泻
鹿茸,黑附子,续断,侧柏叶,厚朴,黄耆,阿胶,当归,地黄,麝香
鹿茸,石斛,茱萸,远志,杜仲,巴戟天,牛膝
鹿茸,苁蓉,黑附子,山药,地黄,牛膝,破故纸,桂,麝香
鹿茸,肉苁蓉,巴戟,菟丝子,人参,茯苓,五味子,萆薢,桂心,黄耆,续断,远志,木香,薯蓣,泽泻,地黄,石斛,覆盆子,蛇床子,天雄,白蒺藜,柏子仁,黑附子,牡丹,防风
故纸,续断,木爪,萆薢,杜仲,牛膝,胡桃肉
丹参,雄雀儿,天雄,阿魏,硼砂,桂心,远志,菟丝子,晚蚕沙半
菟丝子,覆盆子,槟榔,牛膝,肉苁蓉,天麻,地黄,鹿茸,桂,巴戟天,黑附子,石斛,陈皮,楮实,茴香,龙骨,杜仲,破故纸,葫芦巴,石韦,枸杞,远志,五味子,沉香,蛇床子,茱萸,萆薢,山芋
骨碎补,破故纸,白蒺藜,白蒺藜,青盐,黑豆
当归,桔梗,牛膝,骨碎补,川乌,川芎,百草霜,草乌,木鳖子,芍药,乌豆1斗,狗脊
薏仁,石南叶,天南星,牛膝,肉桂,当归,天麻,黑附子,羌活,防风,石斛,萆薢,黄耆,续断,苍术,槟榔,木瓜
木瓜,川乌,牛膝,萆薢,茴香,羌活,青皮,青盐,狗脊,巴戟,海桐皮
青盐,川椒,肉苁蓉,牛膝,巴戟天
老鹳草,寄生,续断,威灵仙,独活,草乌,红花
中鹿,人参,白术,茯苓,甘草,当归,川芎,地黄,地黄,黄耆,天门冬,麦门冬,枸杞,杜仲,牛膝,山药,芡实,菟丝,五味子,锁阳,肉苁蓉,破故纸,巴戟肉,葫芦巴,续断,覆盆子,楮实子,秋石,川椒,茴香,沉香,青盐
川楝,牵牛子,乌药,茴香,陈皮,防风,乳香,草乌,五灵脂,威灵仙
川楝,牵牛子,乌药,茴香,陈皮,萆薢,防风,乳香,草乌,五灵脂,威灵仙
何首乌,地黄,牛膝,桑椹,女贞子,墨旱莲,桑叶,黑芝麻,菟丝子,金樱子,破故纸,豨莶草,金银花
黑附子,当归,天麻,牛膝,枣仁,地黄,防风,木瓜,乳香,麝香,全蝎,木香,没药,羌活,甘草
当归,川芎,芍药,地黄,人参,茯苓,白术,陈皮,枸杞,茱萸,菟丝子,琐阳,杜仲,肉苁蓉,巴戟天,远志,山药,莲芯,牛膝,辽
木瓜,牛膝,天麻,苁蓉,黑附子,虎骨
虎胫骨,炙鳖甲,牛膝,枸杞,干茄根,当归,萆薢,防风,秦艽,松节,蚕沙,羌活,无灰酒
地黄,石斛,五味子,黄耆,肉苁蓉,牛膝,杜仲,菟丝子,糜鹿角霜,沉香,麝香,人参,茯苓,覆盆子,山药,水瓜,天麻,秦艽,薏仁
黑附子,五加皮,桑白皮,丹参,续断,牛膝,白术,生姜,细辛,肉桂,清酒
天仙藤,青蒿子,桑白皮,香附,荆芥,前胡,柴胡,桔梗,麻黄,苍术,干葛,陈皮,茴香,秦艽,川芎,芍药,半夏,羌活,甘草,肉桂,白芷,厚朴
枸妃子,菟丝子,五味子,覆盆子,车前子,白酒
覆盆子,菖蒲,龙骨,地黄,川椒,白薇,蛇床子,干姜,细辛,当归,车前子,川芎,远志,桃仁,茯苓,人参,卷柏,白芷,肉桂,麦门冬
仙灵脾,菟丝子,破故纸,金樱子,茴香,巴戟天,川芎,牛膝,当归,肉桂,沉香,杜仲,白酒
仙灵脾,白酒
薏仁
羊骨左右,粳米,细盐,生姜葱白
鹿茸,黑附子,牛膝,虎胫骨,蛇床子,菟丝子,续断,远志,肉苁蓉,天门冬,麦门冬,杏仁,生地,熟地,官桂,川楝,茱萸,巴戟,破故纸,杜仲,木鳖子,肉豆蔻,紫梢花,谷精草,穿山甲,大麻子,甘草,桑枝,槐枝,柳枝21厘米
何首乌,豨莶草,菟丝子,杜仲,牛膝,女贞子,桑叶,忍冬藤,生地,桑椹膏,黑芝麻膏,金樱子膏,墨旱莲膏
远志,菖蒲,巴戟天,白术,茯苓,地骨皮,续断,枸杞,菊花,细辛,地黄,车前子,何首乌,牛膝,苁蓉,菟丝子,覆盆子
地黄,地黄,五加皮,没石子,莲子蕊,槐角子,白酒
